Tiny Aya Global,GPT OSS 20B,UvA-MT,Qingqiu-MT-9B,Dubformer,DeepSeek V4 Pro,CUNI-EdUKate,Qwen 3.6 - 27b,Gemini 3.1 Pro,Ministral 3 - 14B,GoogleTranslate,Tower 9B,Mistral Medium 3.5,Command A+,Cohere CAT+,GPT OSS 120B,Qwen 3.5 - 9b,Gemma 4 - 4B,CUNI-MH-v3,TRIVE,SalamandraTA,GPT 5.5,Gemma 4 - 31B,GLM 4 - 9B
[],['Ehe'],[],[],[],[],[],[],[],['Ehe'],[],[],['Ehe'],[],[],[],[],['Ehe'],[],[],[],[],['Ehe'],['Ehe']
[],['Trauung'],['Eheschliessung'],['Eheschliessung'],[],[],[],['Eheschliessung'],[],['Eheschliessung'],[],['Eheschliessung'],['Eheschliessung'],[],['Eheschliessung'],"['Eheschliessung', 'Eheschliessung']",['Eheschliessung'],['Eheschliessung'],[],['Eheschliessung'],['Eheschliessung'],[],['Eheschliessung'],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],['Eheschließung'],[],[],['Eheschließung'],[],[],[],[],[],[],[],['Eheschließung'],[],['Eheschließung'],[],['Eheschließung'],['Eheschließung'],[],[],[],[],[],[]
[],['Treuepflicht'],['Treuepflicht'],[],['Treuepflicht'],[],[],['Treuepflicht'],[],['Treuepflicht'],[],[],['Treuepflicht'],['Treuepflicht'],['Treuepflicht'],['Treuepflicht'],[],[],[],[],[],[],['Treuepflicht'],['Treuepflicht']
[],['ehelich Lebensgemeinschaft'],['ehelich Lebensgemeinschaft'],[],[],['ehelich Lebensgemeinschaft'],[],[],[],[],[],[],[],['ehelich Lebensgemeinschaft'],[],[],[],[],[],[],[],[],[],[]
['Legislative'],[],[],[],[],[],['Legislative'],[],[],['Legislative'],[],[],[],[],[],[],[],[],[],[],['Legislative'],[],[],['legislative']
['gesetzlich vorgeschriebene Form'],['gesetzlich vorgeschriebene Form'],[],[],[],[],[],[],[],[],[],['gesetzlich vorgeschriebene Form'],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],['Öffentlichkeitsprinzip'],[],['Öffentlichkeitsprinzip'],[],[],[],['Öffentlichkeitsprinzip'],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Träger funktionaler Selbstverwaltung'],[],[],[],['funktional Selbstverwaltungskörperschaft'],[],[],[]
[],['Kommission'],[],[],[],[],[],['Kommission'],[],['Kommission'],[],[],['Kommission'],[],[],[],[],[],[],[],[],[],[],[]
['Arbeitnehmer'],['Arbeitnehmer'],['Arbeitnehmer'],['Arbeitnehmer'],['Arbeitnehmer'],['Arbeitnehmer'],['Arbeitnehmer'],['Arbeitnehmer'],['Arbeitnehmer'],['Arbeitnehmer'],"['Arbeitnehmer', 'Arbeitnehmer']",['Arbeitnehmer'],['Arbeitnehmer'],['Arbeitnehmer'],['Arbeitnehmer'],['Arbeitnehmer'],['Arbeitnehmer'],['Arbeitnehmer'],['Arbeitnehmer'],['Arbeitnehmer'],['Arbeitnehmer'],['Arbeitnehmer'],['Arbeitnehmer'],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Ertrag'],['Ertrag'],[],[],[],[],[],['Ertrag'],[],['Ertrag'],[],[],['Ertrag'],[],[],['Ertrag'],[],['Ertrag'],[],['Ertrag'],['Ertrag'],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Bürgermeister'],['Bürgermeister'],['Rechnungsprüfer'],['Bürgermeister'],['Rechnungsprüfer'],['Rechnungsprüfer'],['Bürgermeister'],['Bürgermeister'],['Rechnungsprüfer'],['Bürgermeister'],[],['Bürgermeister'],['Bürgermeister'],['Rechnungsprüfer'],['Rechnungsprüfer'],['Rechnungsprüfer'],['Bürgermeister'],['Bürgermeister'],[],['Rechnungsprüfer'],['Bürgermeister'],['Rechnungsprüfer'],['Bürgermeister'],[]
['Impfauffrischung'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Zensur'],[],[],['Zensur'],[],[],[],[],[],[],[],[],['Zensur'],['Zensur'],[],[],[],['Zensur'],['Zensur'],[],['Zensur'],[],[],['Zensur']
[],['Kostenersatz'],['Kostenersatz'],[],['Kostenersatz'],['Kostenersatz'],[],['Kostenersatz'],['Kostenersatz'],['Kostenersatz'],[],[],['Kostenersatz'],[],['Kostenersatz'],['Kostenersatz'],[],[],[],['Kostenersatz'],[],['Kostenersatz'],['Kostenersatz'],[]
[],[],[],['rechtswidrige Absprache'],[],[],[],[],[],[],[],['rechtswidrige Absprache'],[],[],['rechtswidrige Absprache'],[],['rechtswidrig Absprache'],['rechtswidrige Absprache'],[],[],[],[],[],[]
[],[],"['Anweisung', 'Anweisung']","['Anweisung', 'Anweisung']","['Anweisung', 'Anweisung']",[],[],"['Anweisung', 'Anweisung']",[],"['Anweisung', 'Anweisung']",[],"['Anweisung', 'Anweisung']","['Anweisung', 'Anweisung']","['Anweisung', 'Anweisung']",[],"['Anweisung', 'Anweisung']","['Anweisung', 'Anweisung']","['Anweisung', 'Anweisung']",[],"['Anweisung', 'Anweisung']",[],[],"['Anweisung', 'Anweisung']","['Anweisung', 'Anweisung']"
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],['Atemalkoholkonzentration'],[],[],[],[],[],['Atemalkoholkonzentration'],[],['Atemalkoholkonzentration'],[],[],[],[],['Atemalkoholkonzentration'],['Atemalkoholkonzentration'],[],[],['Atemalkoholkonzentration'],[],[],[]
[],[],['laufend Registratur'],['laufend Registratur'],['laufend Registratur'],['laufend Registratur'],[],['laufend Registratur'],['laufend Registratur'],['laufend Registratur'],[],['laufend Ablage'],['laufend Registratur'],['laufend Registratur'],['laufend Registratur'],['laufend Registratur'],['laufend Registratur'],[],[],['laufend Registratur'],['laufend Ablage'],['laufend Registratur'],['laufend Registratur'],[]
['Fonds'],['Fonds'],[],[],[],[],['Fonds'],[],[],[],[],[],[],[],[],[],['Fonds'],['Fonds'],[],[],[],[],[],['Fonds']
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Dienstbarkeit'],['Dienstbarkeit'],['Dienstbarkeit'],['Dienstbarkeit'],['Dienstbarkeit'],['Dienstbarkeit'],[],['Dienstbarkeit'],['Dienstbarkeit'],['Dienstbarkeit'],['Dienstbarkeit'],['Dienstbarkeit'],['Dienstbarkeit'],['Dienstbarkeit'],['Dienstbarkeit'],[],['Dienstbarkeit'],['Dienstbarkeit'],[],['Dienstbarkeit'],['Dienstbarkeit'],['Dienstbarkeit'],['Dienstbarkeit'],['Dienstbarkeit']
[],['Antrag'],[],[],['Antrag'],[],[],['Antrag'],[],['Antrag'],['Antrag'],[],['Antrag'],[],[],['Antrag'],[],[],[],[],[],[],['Antrag'],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],['schlichtes Verwaltungshandeln'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],['Interventionsschwelle'],[],[],[],[],[],[],[],['Interventionsschwelle'],[],['Interventionsschwelle'],['Interventionsschwelle'],[],['Interventionsschwelle'],['Interventionsschwelle'],[],['Interventionsschwelle'],[],[],[],[],['Interventionsschwelle'],['Interventionsschwelle']
[],[],[],[],[],[],['Konservierung'],[],[],['Konservierung'],[],[],[],['Konservierung'],[],[],[],['Konservierung'],[],[],[],[],[],['Konservierung']
"['öffentliche Arbeiten', 'öffentliche Arbeiten']",['öffentliche Arbeiten'],"['öffentliche Arbeiten', 'öffentliche Arbeiten']",['öffentlich Arbeit'],['öffentliche Arbeiten'],['öffentliche Arbeiten'],"['öffentliche Arbeiten', 'öffentliche Arbeiten']",[],[],['öffentliche Arbeiten'],[],['öffentlich Arbeit'],"['öffentliche Arbeiten', 'öffentliche Arbeiten']","['öffentliche Arbeiten', 'öffentliche Arbeiten']",[],[],"['öffentliche Arbeiten', 'öffentliche Arbeiten', 'öffentliche Arbeiten']",['öffentliche Arbeiten'],[],"['öffentliche Arbeiten', 'öffentliche Arbeiten']",[],[],['öffentliche Arbeiten'],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],['Lärm'],[],[],['Lärm'],[],[],[],[],[],[],[],[],[],[],['Lärm'],[],[],[],[],[],[],[],['Lärm']
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Rechtsnachfolge'],[],[],[],[],[],['Rechtsnachfolge'],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],['Schutz der Arm'],['Schutz der Arme'],[],[],[],[],[],[],['Schutz der Arm'],['Schutz der Arme'],['Schutz der Arme'],[],[]
['Blutalkoholgehalt'],"['Blutalkoholgehalt', 'Blutalkoholgehalt', 'Blutalkoholgehalt']","['Blutalkoholgehalt', 'Blutalkoholgehalt', 'Blutalkoholgehalt']","['Blutalkoholgehalt', 'Blutalkoholgehalt', 'Blutalkoholgehalt']","['Blutalkoholkonzentration', 'Blutalkoholkonzentration', 'Blutalkoholkonzentration']","['Blutalkoholkonzentration', 'Blutalkoholkonzentration', 'Blutalkoholkonzentration']",['Blutalkoholkonzentration'],"['Blutalkoholgehalt', 'Blutalkoholgehalt', 'Blutalkoholgehalt']","['Blutalkoholgehalt', 'Blutalkoholgehalt', 'Blutalkoholgehalt']","['Blutalkoholgehalt', 'Blutalkoholgehalt', 'Blutalkoholgehalt']",['BAK'],"['Blutalkoholgehalt', 'Blutalkoholgehalt', 'Blutalkoholgehalt']","['Blutalkoholkonzentration', 'Blutalkoholkonzentration', 'Blutalkoholkonzentration']","['Blutalkoholgehalt', 'Blutalkoholgehalt', 'Blutalkoholgehalt']","['Blutalkoholgehalt', 'Blutalkoholgehalt', 'Blutalkoholgehalt']","['Blutalkoholkonzentration', 'Blutalkoholkonzentration', 'Blutalkoholkonzentration']","['Blutalkoholgehalt', 'Blutalkoholgehalt', 'Blutalkoholgehalt']","['Blutalkoholgehalt', 'Blutalkoholgehalt', 'Blutalkoholgehalt']",[],"['Blutalkoholgehalt', 'Blutalkoholgehalt', 'Blutalkoholgehalt']","['Blutalkoholgehalt', 'Blutalkoholgehalt', 'Blutalkoholgehalt']","['Blutalkoholgehalt', 'Blutalkoholgehalt', 'Blutalkoholgehalt']","['Blutalkoholgehalt', 'Blutalkoholgehalt', 'Blutalkoholgehalt']",[]
[],[],[],[],[],[],[],[],[],['Abschnitt'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Schutz von Minderjährigen'],['Schutz von Minderjährigen'],['Schutz von Minderjährigen'],['Schutz von Minderjährigen'],['Schutz von Minderjährigen'],['Schutz von Minderjährigen'],[],['Schutz von Minderjährigen'],[],['Schutz von Minderjährigen'],['Schutz von Minderjährigen'],['Schutz von Minderjährigen'],['Schutz von Minderjährigen'],['Schutz von Minderjährigen'],[],[],['Schutz von Minderjährigen'],['Schutz von Minderjährigen'],[],[],['Schutz von Minderjährigen'],['Schutz von Minderjährigen'],['Schutz von Minderjährigen'],[]
['Kennung'],[],[],['Benutzerkennung'],['Kennung'],['Kennung'],[],['Kennung'],['Kennung'],[],[],['Kennung'],[],[],['Kennung'],[],['Kennung'],['Kennung'],[],['Kennung'],[],['Kennung'],['Kennung'],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],['neu Rechtsträger'],[],[],[],[],[],[],[],[],[]
['Akzession'],['Akzession'],[],['Akzession'],[],[],[],[],[],[],[],['Akzession'],[],['Akzession'],[],[],['Akzession'],['Akzession'],[],[],['Akzession'],[],[],[]
[],[],[],[],[],[],[],[],[],['Konzentration'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Zugang'],['Zugang'],[],['Zugang'],[],[],['Zugang'],['Zugang'],[],['Zutrittsrecht'],[],['Zugang'],['Zugang'],['Zugang'],['Zugang'],['Zugang'],['Zugang'],['Zugang'],['Zugang'],[],['Zugang'],[],['Zugang'],['Zugang']
[],[],['rechtswidrig verhalten'],[],['rechtswidrig verhalten'],[],[],[],[],[],[],[],[],[],['Unrecht'],[],[],[],[],[],[],[],['rechtswidrig verhalten'],[]
[],[],[],[],[],['Anschuldigung'],[],[],[],[],[],[],[],[],[],['Anschuldigung'],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],['Beschwerde in Zivilsachen'],['Beschwerde in Zivilsachen'],"['Beschwerde in Strafsachen', 'Beschwerde in Zivilsachen', 'Beschwerde in Zivilsachen']",['Beschwerde in Zivilsachen'],[],['Beschwerde in Zivilsachen'],['Beschwerde in Strafsachen'],[],[],['Beschwerde in Zivilsachen'],['Beschwerde in Zivilsachen'],[],['Beschwerde in Zivilsachen'],['Beschwerde in Zivilsachen'],['Beschwerde in Zivilsachen'],['Beschwerde in Zivilsachen'],[],['Beschwerde in Strafsachen'],['Beschwerde in Zivilsachen'],['Beschwerde in Zivilsachen'],['Beschwerde in Zivilsachen'],['Beschwerde in Zivilsachen']
['Vorrang'],['Vorrang'],['Vorrang'],[],['Vorrang'],[],['Vorrang'],['Vorrang'],[],['Vorrang'],[],['Vorrang'],['Vorrang'],[],['Vorrang'],['Vorrang'],['Vorrang'],['Vorrang'],[],['Vorrang'],['Vorrang'],['Vorrang'],['Vorrang'],['Vorrang']
['Dienstbarkeit'],['Dienstbarkeit'],[],[],[],[],['Dienstbarkeit'],[],[],['Dienstbarkeit'],['Dienstbarkeit'],[],[],['Dienstbarkeit'],[],['Dienstbarkeit'],['Dienstbarkeit'],['Dienstbarkeit'],[],[],['Dienstbarkeit'],[],[],['Dienstbarkeit']
[],[],[],[],[],[],['Schutz der Beine'],[],[],['Schutz der Beine'],['Schutz der Beine'],[],[],[],[],['Schutz der Beine'],[],[],[],[],[],[],[],['Schutz der Beine']
[],[],[],[],[],[],[],[],[],[],['Gut'],['Gut'],[],[],[],[],[],['Gut'],[],[],['Gut'],[],[],[]
