Tiny Aya Global,GPT OSS 20B,UvA-MT,Qingqiu-MT-9B,Dubformer,DeepSeek V4 Pro,CUNI-EdUKate,Qwen 3.6 - 27b,Gemini 3.1 Pro,Ministral 3 - 14B,GoogleTranslate,Tower 9B,Mistral Medium 3.5,Command A+,Cohere CAT+,GPT OSS 120B,Qwen 3.5 - 9b,Gemma 4 - 4B,CUNI-MH-v3,TRIVE,SalamandraTA,GPT 5.5,Gemma 4 - 31B,GLM 4 - 9B
[],[],[],[],['Brauch'],['Brauch'],[],[],['Brauch'],[],['Brauch'],[],[],[],[],['Brauch'],[],['Brauch'],[],[],[],['Brauch'],['Brauch'],[]
['Obhut'],[],['Obhut'],['Obhut'],['Obhut'],['Obhut'],['Obhut'],['Obhut'],['Obhut'],[],['Obhut'],['Obhut'],[],['Obhut'],['Obhut'],['Obhut'],['Obhut'],['Obhut'],['Obhut'],['Obhut'],['Obhut'],['Obhut'],['Obhut'],['Obhut']
[],['vertraulich'],['vertraulich'],['vertraulich'],[],['vertraulich'],[],[],['vertraulich'],['vertraulich'],[],[],['vertraulich'],['vertraulich'],[],['vertraulich'],[],['vertraulich'],[],['vertraulich'],['vertraulich'],['vertraulich'],['vertraulich'],[]
['Verarbeitung'],[],['Verarbeitung'],['Verarbeitung'],['Verarbeitung'],['Verarbeitung'],[],['Verarbeitung'],['Verarbeitung'],['Verarbeitung'],[],['Verarbeitung'],['Verarbeitung'],[],[],[],[],[],[],['Verarbeitung'],[],['Verarbeitung'],['Verarbeitung'],[]
['Zeitpunkt'],[],['Zeitpunkt'],['Zeitpunkt'],['Zeitpunkt'],['Zeitpunkt'],[],['Zeitpunkt'],['Zeitpunkt'],['Zeitpunkt'],['Zeitpunkt'],['Zeitpunkt'],['Zeitpunkt'],['Zeitpunkt'],['Zeitpunkt'],['Zeitpunkt'],['Zeitpunkt'],['Zeitpunkt'],['Zeitpunkt'],['Zeitpunkt'],['Zeitpunkt'],['Zeitpunkt'],['Zeitpunkt'],['Zeitpunkt']
[],['mutagen'],[],[],[],['mutagen'],['mutagen'],[],['mutagen'],['mutagen'],[],[],['mutagen'],[],[],['mutagen'],['mutagen'],[],['mutagen'],[],[],[],[],['mutagen']
[],['Verweigerung'],['Verweigerung'],[],['Verweigerung'],['Verweigerung'],[],['Verweigerung'],['Verweigerung'],['Verweigerung'],[],[],[],['Verweigerung'],[],[],[],['Verweigerung'],[],['Verweigerung'],['Verweigerung'],['Verweigerung'],['Verweigerung'],[]
['Blutalkoholgehalt'],['Blutalkoholgehalt'],['Blutalkoholgehalt'],['Blutalkoholgehalt'],['Blutalkoholgehalt'],[],[],['Blutalkoholgehalt'],['Blutalkoholgehalt'],['Blutalkoholgehalt'],['Blutalkoholgehalt'],['Blutalkoholgehalt'],['Blutalkoholgehalt'],['Blutalkoholgehalt'],['Blutalkoholgehalt'],[],[],['Blutalkoholgehalt'],[],['Blutalkoholgehalt'],['Blutalkoholgehalt'],['Blutalkoholgehalt'],[],[]
['Gemeinschaftseigentum'],['Gemeinschaftseigentum'],[],['Gemeinschaftseigentum'],[],[],[],[],[],[],[],['Gemeinschaftseigentum'],[],[],[],[],['Gemeinschaftseigentum'],[],[],[],[],[],[],['Gemeinschaftseigentum']
[],['Vorfahrt'],['Vorfahrt'],[],['Vorfahrt'],['Vorfahrt'],['Vorfahrt'],['Vorfahrt'],['Vorfahrt'],['Vorfahrt'],['Vorfahrt'],[],['Vorfahrt'],[],[],['Vorfahrt'],[],[],['Vorfahrt'],['Vorfahrt'],[],['Vorfahrt'],[],[]
[],[],['behördlich Erlaubnis'],[],[],[],[],[],[],[],[],['behördlich Erlaubnis'],[],[],['behördlich Erlaubnis'],[],[],['behördlich Erlaubnis'],[],[],[],[],[],['Behördliche Erlaubnis']
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],['Tatbildirrtum'],['Tatbildirrtum'],[],[],[],[],[],[],[],[],[],[],[],['Tatbildirrtum'],[],[]
"['Werbung', 'Werbung']","['Werbung', 'Werbung']",['Werbung'],"['Werbung', 'Werbung']","['Werbung', 'Werbung']","['Werbung', 'Werbung']","['Werbung', 'Werbung']",[],"['Werbung', 'Werbung']","['Werbung', 'Werbung']","['Werbung', 'Werbung']","['Werbung', 'Werbung']",[],[],"['Werbung', 'Werbung']","['Werbung', 'Werbung']",['Werbung'],['Werbung'],"['Werbung', 'Werbung']","['Werbung', 'Werbung']",['Werbung'],"['Werbung', 'Werbung']","['Werbung', 'Werbung']","['Werbung', 'Werbung']"
['Promemoria'],[],[],[],['Promemoria'],['Promemoria'],[],[],['Promemoria'],['Promemoria'],[],[],['Promemoria'],[],[],[],[],[],[],['Promemoria'],[],['Promemoria'],['Promemoria'],[]
['Denkmalpflege'],['Denkmalpflege'],['Denkmalpflege'],['Denkmalpflege'],['Denkmalpflege'],['Denkmalpflege'],[],[],['Denkmalpflege'],[],[],['Denkmalpflege'],['Denkmalpflege'],['Denkmalpflege'],['Denkmalpflege'],['Denkmalpflege'],[],['Denkmalpflege'],[],['Denkmalpflege'],[],['Denkmalpflege'],['Denkmalpflege'],['Denkmalpflege']
[],[],[],[],[],[],[],[],['Leasingnehmer'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],['Tauglichkeit'],['Tauglichkeit'],[],['Tauglichkeit'],['Tauglichkeit'],[],[],['Tauglichkeit'],[],[],[],['Tauglichkeit'],['Tauglichkeit'],[],['Tauglichkeit'],['Tauglichkeit'],['Tauglichkeit'],[],['Tauglichkeit'],[],['Tauglichkeit'],['Tauglichkeit'],[]
[],[],[],[],['Leiterstufe'],[],[],[],[],[],[],[],[],[],[],['Leiterstufe'],[],[],[],[],[],[],[],[]
['berufliche Weiterbildung'],['berufliche Weiterbildung'],"['berufliche Weiterbildung', 'berufliche Weiterbildung']",['berufliche Weiterbildung'],['berufliche Weiterbildung'],"['berufliche Weiterbildung', 'berufliche Weiterbildung']",[],['berufliche Weiterbildung'],"['berufliche Weiterbildung', 'berufliche Weiterbildung']",[],['berufliche Weiterbildung'],['berufliche Weiterbildung'],"['berufliche Weiterbildung', 'berufliche Weiterbildung']",['berufliche Weiterbildung'],['berufliche Weiterbildung'],['berufliche Weiterbildung'],['berufliche Weiterbildung'],['beruflich Weiterbildung'],[],"['berufliche Weiterbildung', 'berufliche Weiterbildung']",[],"['berufliche Weiterbildung', 'berufliche Weiterbildung']","['berufliche Weiterbildung', 'berufliche Weiterbildung']",['beruflich Weiterbildung']
['erbgutverändernd'],[],['erbgutverändernd'],['erbgutverändernd'],['erbgutverändernd'],['erbgutverändernd'],[],['erbgutverändernd'],['erbgutverändernd'],['erbgutverändernd'],[],['erbgutverändernd'],[],['erbgutverändernd'],['erbgutverändernd'],[],['erbgutverändernd'],['erbgutverändernd'],[],['erbgutverändernd'],['erbgutverändernd'],['erbgutverändernd'],['erbgutverändernd'],[]
[],['sichtbar Licht'],['sichtbar Licht'],[],['sichtbares Licht'],['sichtbares Licht'],[],['sichtbar Licht'],['sichtbares Licht'],[],['sichtbares Licht'],[],[],['sichtbar Licht'],[],['sichtbar Licht'],[],['sichtbar Licht'],[],['sichtbar Licht'],[],['sichtbares Licht'],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Arbeitsumstände'],[],[],[]
['Auslösewert'],[],['Auslösewert'],['Auslösewert'],['Auslösewert'],['Auslösewert'],[],['Auslösewert'],['Auslösewert'],[],[],[],[],['Auslösewert'],[],['Auslösewert'],[],[],[],['Auslösewert'],['Auslösewert'],['Auslösewert'],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],['Arbeitsstoff'],['Arbeitsstoff'],['Arbeitsstoff'],['Arbeitsstoff'],['Arbeitsstoff'],[],[],['Arbeitsstoff'],[],[],[],[],['Arbeitsstoff'],['Arbeitsstoff'],['Arbeitsstoff'],['Arbeitsstoff'],[],[],['Arbeitsstoff'],['Arbeitsstoff'],['Arbeitsstoff'],['Arbeitsstoff'],[]
['Ermittlungsphase'],['Ermittlungsphase'],[],['Ermittlungsphase'],['Ermittlungsphase'],[],[],['Ermittlungsphase'],[],['Ermittlungsphase'],[],[],['Ermittlungsphase'],[],[],[],[],['Ermittlungsphase'],[],[],['Ermittlungsphase'],[],[],['Ermittlungsphase']
[],[],[],[],['dienstliche Weiterbildung'],['dienstliche Weiterbildung'],[],[],['dienstliche Weiterbildung'],['dienstliche Weiterbildung'],[],[],['dienstliche Weiterbildung'],['dienstliche Weiterbildung'],['dienstliche Weiterbildung'],['dienstliche Weiterbildung'],[],[],[],['dienstliche Weiterbildung'],[],['dienstliche Weiterbildung'],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Dienstbarkeit'],[],['Dienstbarkeit'],[],[],['Dienstbarkeit'],[],[],[],['Dienstbarkeit'],['Dienstbarkeit'],[],['Dienstbarkeit'],['Dienstbarkeit'],[],['Dienstbarkeit'],[],['Dienstbarkeit'],[],[],['Dienstbarkeit'],['Dienstbarkeit'],[],['Dienstbarkeit']
[],['Motiv'],[],['Motiv'],[],[],[],['Motiv'],[],[],[],['Motiv'],['Motiv'],[],['Motiv'],['Motiv'],['Motiv'],['Motiv'],[],[],[],[],['Motiv'],[]
[],[],[],[],[],['Tun'],[],[],[],[],[],['Tun'],[],[],[],[],[],[],[],[],[],[],[],[]
[],['Ausbruch'],['Ausbruch'],['Ausbruch'],['Ausbruch'],['Ausbruch'],[],['Ausbruch'],['Ausbruch'],['Ausbruch'],['Ausbruch'],['Ausbruch'],['Ausbruch'],['Ausbruch'],['Ausbruch'],['Ausbruch'],['Ausbruch'],['Ausbruch'],['Ausbruch'],['Ausbruch'],['Ausbruch'],['Ausbruch'],['Ausbruch'],[]
[],[],[],[],[],['Exekutionsakt'],[],['Exekutionsakt'],['Exekutionsakt'],[],[],[],['Exekutionsakt'],['Exekutionsakt'],[],['Exekutionsakt'],[],[],[],['Exekutionsakt'],[],['Exekutionsakt'],[],['Exekutionsakt']
"['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']","['Abfall', 'Abfall', 'Abfall']",[]
[],[],"['Vortritt', 'Vortritt']",[],"['Vortritt', 'Vortritt']","['Vortritt', 'Vortritt']",[],[],"['Vortritt', 'Vortritt']",[],[],['Vortritt'],"['Vortritt', 'Vortritt']","['Vortritt', 'Vortritt']","['Vortritt', 'Vortritt']",[],[],"['Vortritt', 'Vortritt']",[],"['Vortritt', 'Vortritt']",[],"['Vortritt', 'Vortritt']","['Vortritt', 'Vortritt']",[]
[],[],[],[],[],[],[],[],['Aktenstück'],[],[],[],[],[],[],[],[],[],[],['Aktenstück'],[],['Aktenstück'],[],[]
[],['Eingriffsschwelle'],[],[],[],['Eingriffsschwelle'],[],[],['Eingriffsschwelle'],[],[],['Eingriffsschwelle'],['Eingriffsschwelle'],[],['Eingriffsschwelle'],[],['Eingriffsschwelle'],[],[],['Eingriffsschwelle'],[],[],[],[]
[],['Vertragspartei'],['Vertragspartei'],['Vertragspartei'],['Vertragspartei'],['Vertragspartei'],['Vertragspartei'],['Vertragspartei'],['Vertragspartei'],['Vertragspartei'],['Vertragspartei'],['Vertragspartei'],['Vertragspartei'],['Vertragspartei'],['Vertragspartei'],['Vertragspartei'],['Vertragspartei'],['Vertragspartei'],['Vertragspartei'],['Vertragspartei'],['Vertragspartei'],['Vertragspartei'],['Vertragspartei'],[]
[],['Kennnummer'],['Kennnummer'],['Kennnummer'],['Kennnummer'],['Kennnummer'],[],['Kennnummer'],['Kennnummer'],[],[],['Kennnummer'],['Kennnummer'],[],['Kennnummer'],['Kennnummer'],[],[],[],['Kennnummer'],['Kennnummer'],['Kennnummer'],['Kennnummer'],[]
[],[],['Gründungsgesellschafter'],[],[],['Gründungsgesellschafter'],[],[],['Gründungsgesellschafter'],['Gründungsgesellschafter'],[],[],[],[],[],['Gründungsgesellschafter'],[],[],[],['Gründungsgesellschafter'],[],['Gründungsgesellschafter'],[],[]
[],[],"['Fortbildung', 'Fortbildung']","['Fortbildung', 'Fortbildung']","['Fortbildung', 'Fortbildung']","['Fortbildung', 'Fortbildung']","['Fortbildung', 'Fortbildung']","['Fortbildung', 'Fortbildung']","['Fortbildung', 'Fortbildung']",[],[],"['Fortbildung', 'Fortbildung']","['Fortbildung', 'Fortbildung']","['Fortbildung', 'Fortbildung']","['Fortbildung', 'Fortbildung']","['Fortbildung', 'Fortbildung']",['Fortbildung'],"['Fortbildung', 'Fortbildung']",[],"['Fortbildung', 'Fortbildung']",[],"['Fortbildung', 'Fortbildung']","['Fortbildung', 'Fortbildung']",['Fortbildung']
[],[],[],[],['Mäkler'],['Mäkler'],[],[],['Mäkler'],[],[],[],[],[],[],[],[],[],[],['Mäkler'],[],['Mäkler'],[],[]
[],['Schutz der Augen'],['Schutz der Augen'],['Schutz der Augen'],[],[],['Schutz der Augen'],[],[],[],['Schutz der Augen'],[],['Schutz der Augen'],['Schutz der Augen'],['Schutz der Augen'],[],['Schutz der Auge'],['Schutz der Augen'],['Schutz der Augen'],['Schutz der Augen'],['Schutz der Augen'],['Schutz der Augen'],[],[]
[],"['Augenschutzgerät', 'Augenschutzgerät']","['Augenschutzgerät', 'Augenschutzgerät']",[],"['Augenschutzgerät', 'Augenschutzgerät']","['Augenschutzgerät', 'Augenschutzgerät']",[],['Augenschutzgerät'],"['Augenschutzgerät', 'Augenschutzgerät']",['Augenschutzgerät'],[],[],"['Augenschutzgerät', 'Augenschutzgerät']",[],[],"['Augenschutzgerät', 'Augenschutzgerät']",['Augenschutzgerät'],[],['Augenschutzgerät'],"['Augenschutzgerät', 'Augenschutzgerät']",['Augenschutzgerät'],"['Augenschutzgerät', 'Augenschutzgerät']","['Augenschutzgerät', 'Augenschutzgerät']",[]
['Trauung'],[],['Trauung'],['Trauung'],[],['Trauung'],[],[],['Trauung'],[],[],[],[],[],['Trauung'],['Trauung'],['Trauung'],[],['Trauung'],['Trauung'],['Trauung'],['Trauung'],[],[]
[],[],[],[],['Ehe'],['Ehe'],['Ehe'],[],['Ehe'],[],[],[],[],[],[],[],[],[],[],[],[],['Ehe'],[],[]
['Verbrecher'],['Verbrecher'],['Verbrecher'],['Verbrecher'],['Verbrecher'],['Verbrecher'],[],['Verbrecher'],['Verbrecher'],['Verbrecher'],['Verbrecher'],['Verbrecher'],['Verbrecher'],['Verbrecher'],['Verbrecher'],['Verbrecher'],['Verbrecher'],['Verbrecher'],['Verbrecher'],['Verbrecher'],['Verbrecher'],['Verbrecher'],['Verbrecher'],[]
['Ehe'],[],['Ehe'],['Ehe'],[],['Ehe'],['Ehe'],['Ehe'],['Ehe'],['Ehe'],['Ehe'],['Ehe'],[],['Ehe'],[],['Ehe'],[],[],['Ehe'],['Ehe'],['Ehe'],['Ehe'],['Ehe'],['Ehe']
['Pflicht zur Treue'],[],[],['Pflicht zur Treue'],[],['Pflicht zur Treue'],['Pflicht zur Treue'],[],['Pflicht zur Treue'],[],['Pflicht zur Treue'],['Pflicht zur Treue'],[],[],[],[],['Pflicht zur Treue'],['Pflicht zur Treue'],['Pflicht zur Treue'],['Pflicht zur Treue'],['Pflicht zur Treue'],['Pflicht zur Treue'],[],[]
['Zusammenleben'],[],[],['Zusammenleben'],['Zusammenleben'],[],['Zusammenleben'],['Zusammenleben'],['Zusammenleben'],['Zusammenleben'],['Zusammenleben'],['Zusammenleben'],['Zusammenleben'],[],['Zusammenleben'],['Zusammenleben'],['Zusammenleben'],['Zusammenleben'],[],['Zusammenleben'],['Zusammenleben'],['Zusammenleben'],['Zusammenleben'],['Zusammenleben']
[],['gesetzgebend Gewalt'],['gesetzgebend Gewalt'],['gesetzgebend Gewalt'],['gesetzgebend Gewalt'],['gesetzgebend Gewalt'],[],['gesetzgebend Gewalt'],['gesetzgebend Gewalt'],[],['gesetzgebend Gewalt'],['gesetzgebend Gewalt'],['gesetzgebend Gewalt'],['gesetzgebend Gewalt'],['gesetzgebend Gewalt'],['gesetzgebend Gewalt'],['gesetzgebend Gewalt'],['gesetzgebend Gewalt'],[],['gesetzgebend Gewalt'],[],['gesetzgebend Gewalt'],['gesetzgebend Gewalt'],[]
[],[],['Formzwang'],['Formzwang'],['Formzwang'],['Formzwang'],[],['Formzwang'],['Formzwang'],['Formzwang'],[],[],['Formzwang'],[],['Formzwang'],['Formzwang'],['Formzwang'],['Formzwang'],[],['Formzwang'],['Formzwang'],['Formzwang'],['Formzwang'],['Formzwang']
[],['Öffentlichkeitsgrundsatz'],['Öffentlichkeitsgrundsatz'],['Öffentlichkeitsgrundsatz'],['Öffentlichkeitsgrundsatz'],['Öffentlichkeitsgrundsatz'],[],[],['Öffentlichkeitsgrundsatz'],[],[],['Öffentlichkeitsgrundsatz'],['Öffentlichkeitsgrundsatz'],[],['Öffentlichkeitsgrundsatz'],['Öffentlichkeitsgrundsatz'],['Öffentlichkeitsgrundsatz'],['Öffentlichkeitsgrundsatz'],[],['Öffentlichkeitsgrundsatz'],['Öffentlichkeitsgrundsatz'],['Öffentlichkeitsgrundsatz'],['Öffentlichkeitsgrundsatz'],['Öffentlichkeitsgrundsatz']
['funktionale Selbstverwaltung'],['funktionale Selbstverwaltung'],['funktionale Selbstverwaltung'],['funktionale Selbstverwaltung'],['funktional Selbstverwaltung'],['funktionale Selbstverwaltung'],[],['funktionale Selbstverwaltung'],['funktionale Selbstverwaltung'],['funktionale Selbstverwaltung'],[],"['funktionale Selbstverwaltung', 'funktionale Selbstverwaltung']",['funktional Selbstverwaltung'],['funktional Selbstverwaltung'],['funktionale Selbstverwaltung'],['funktionale Selbstverwaltung'],['funktional Selbstverwaltung'],['funktionale Selbstverwaltung'],[],['funktionale Selbstverwaltung'],['funktionale Selbstverwaltung'],['funktionale Selbstverwaltung'],['funktionale Selbstverwaltung'],['funktionale Selbstverwaltung']
[],[],['Verübung'],['Verübung'],['Verübung'],['Verübung'],[],[],['Verübung'],[],[],[],[],['Verübung'],['Verübung'],['Verübung'],['Verübung'],[],[],['Verübung'],[],['Verübung'],['Verübung'],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['erwerbstätige Person']
['übernehmend Rechtsträger'],[],['übernehmend Rechtsträger'],['übernehmend Rechtsträger'],['übernehmend Rechtsträger'],['übernehmend Rechtsträger'],[],['übernehmend Rechtsträger'],['übernehmend Rechtsträger'],['übernehmend Rechtsträger'],[],['übernehmend Rechtsträger'],['übernehmend Rechtsträger'],[],['übernehmend Rechtsträger'],['übernehmend Rechtsträger'],['übernehmend Rechtsträger'],['übernehmend Rechtsträger'],[],['übernehmend Rechtsträger'],['übernehmend Rechtsträger'],['übernehmend Rechtsträger'],['übernehmend Rechtsträger'],['übernehmend Rechtsträger']
[],[],['Vorteil'],['Vorteil'],['Vorteil'],['Vorteil'],[],[],['Vorteil'],[],[],[],[],['Vorteil'],['Vorteil'],[],['Vorteil'],[],['Vorteil'],[],[],['Vorteil'],['Vorteil'],['Vorteil']
[],['Partei'],['Partei'],['Partei'],['Partei'],['Partei'],[],['Partei'],['Partei'],['Partei'],[],['Partei'],['Partei'],['Partei'],['Partei'],['Partei'],['Partei'],['Partei'],[],['Partei'],[],['Partei'],['Partei'],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Verwarnung'],['Verwarnung'],['Verwarnung'],['Verwarnung'],['Verwarnung'],['Verwarnung'],[],['Verwarnung'],['Verwarnung'],['Verwarnung'],['Verwarnung'],['Verwarnung'],['Verwarnung'],['Verwarnung'],['Verwarnung'],['Verwarnung'],['Verwarnung'],['Verwarnung'],['Verwarnung'],['Verwarnung'],[],['Verwarnung'],['Verwarnung'],[]
[],['Verweis'],['Verweis'],[],['Verweis'],['Verweis'],[],['Verweis'],['Verweis'],['Verweis'],[],['Verweis'],[],[],['Verweis'],['Verweis'],['Verweis'],[],[],['Verweis'],[],['Verweis'],['Verweis'],['Verweis']
[],[],[],['Ersatz der Kosten'],[],[],[],[],[],[],[],['Ersatz der Kosten'],[],['Ersatz der Kosten'],[],[],['Ersatz der Kosten'],['Ersatz der Kosten'],[],[],[],[],[],[]
"['Kollusion', 'Kollusion']","['Kollusion', 'Kollusion']","['Kollusion', 'Kollusion']",[],"['Kollusion', 'Kollusion']","['Kollusion', 'Kollusion']",[],"['Kollusion', 'Kollusion']","['Kollusion', 'Kollusion']","['Kollusion', 'Kollusion']",[],[],"['Kollusion', 'Kollusion']","['Kollusion', 'Kollusion']",[],"['Kollusion', 'Kollusion']",[],[],[],"['Kollusion', 'Kollusion']","['Kollusion', 'Kollusion']","['Kollusion', 'Kollusion']","['Kollusion', 'Kollusion']","['Kollusion', 'Kollusion']"
[],"['Zahlungsaufforderung', 'Zahlungsaufforderung']",[],[],[],"['Zahlungsaufforderung', 'Zahlungsaufforderung']",[],[],"['Zahlungsaufforderung', 'Zahlungsaufforderung']",[],[],[],[],[],"['Zahlungsaufforderung', 'Zahlungsaufforderung']",[],[],[],[],[],[],"['Zahlungsaufforderung', 'Zahlungsaufforderung']",[],[]
[],['Verweis'],['Verweis'],['Verweis'],['Verweis'],['Verweis'],[],['Verweis'],['Verweis'],['Verweis'],[],[],['Verweis'],['Verweis'],['Verweis'],['Verweis'],['Verweis'],['Verweis'],[],['Verweis'],[],['Verweis'],['Verweis'],['Verweis']
[],['Blutalkoholkonzentration'],['Blutalkoholkonzentration'],[],['Blutalkoholkonzentration'],['Blutalkoholkonzentration'],[],['Blutalkoholkonzentration'],['Blutalkoholkonzentration'],[],[],[],['Blutalkoholkonzentration'],[],['Blutalkoholkonzentration'],['Blutalkoholkonzentration'],[],[],[],['Blutalkoholkonzentration'],[],['Blutalkoholkonzentration'],['Blutalkoholkonzentration'],[]
[],['laufend Archiv'],[],[],[],[],['laufend Archiv'],[],[],[],[],[],[],[],[],[],[],['laufend Archiv'],['laufend Archiv'],[],[],[],[],['laufend Archiv']
[],[],['Grundstück'],['Grundstück'],['Grundstück'],['Grundstück'],[],['Grundstück'],['Grundstück'],['Grundstück'],[],['Grundstück'],[],['Grundstück'],[],['Grundstück'],[],[],[],['Grundstück'],['Grundstück'],['Grundstück'],['Grundstück'],[]
