Tiny Aya Global,GPT OSS 20B,UvA-MT,Qingqiu-MT-9B,Dubformer,DeepSeek V4 Pro,CUNI-EdUKate,Qwen 3.6 - 27b,Gemini 3.1 Pro,Ministral 3 - 14B,GoogleTranslate,Tower 9B,Mistral Medium 3.5,Command A+,Cohere CAT+,GPT OSS 120B,Qwen 3.5 - 9b,Gemma 4 - 4B,CUNI-MH-v3,TRIVE,SalamandraTA,GPT 5.5,Gemma 4 - 31B,GLM 4 - 9B
[],['Strassenmeister'],[],[],[],[],[],[],[],['Strassenmeister'],[],[],['Strassenmeister'],[],[],[],[],[],[],[],[],[],[],[]
['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],[],['Sozialarbeiter'],['Sozialarbeiter'],[],['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],[],['Sozialarbeiter'],[],['Sozialarbeiter'],[]
[],[],[],['Kommunikationsplaner'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Disziplinarmassnahme'],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['Einheitsgemeinde'],[],[],[],[],[],[],[],[],[],[],['Einheitsgemeinde'],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],['Gemeindeammann'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Gemeindeexekutive'],['Gemeindeexekutive'],[],['Gemeinderat'],[],[],['Gemeinderat'],['Gemeindeexekutive'],[],[],['Gemeinderat'],[],[],[],['Gemeindeexekutive'],['Gemeindeexekutive'],['Gemeindeexekutive'],['Gemeinderat'],[],[],['Gemeindeexekutive'],[],['Gemeindeexekutive'],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],['Departement'],['Departement'],['Departement'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Departement'],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Kapitalanteil'],[],[],[],[],[],[],[],[],[]
[],['Bürgschaftsvertrag'],['Bürgschaftsvertrag'],['Bürgschaftsvertrag'],['Bürgschaftsvertrag'],['Bürgschaftsvertrag'],[],[],['Bürgschaftsvertrag'],[],['Bürgschaftsvertrag'],[],[],['Bürgschaftsvertrag'],['Bürgschaftsvertrag'],['Bürgschaftsvertrag'],['Bürgschaftsvertrag'],['Bürgschaftsvertrag'],[],['Bürgschaftsvertrag'],['Bürgschaftsvertrag'],[],[],['Bürgschaftsvertrag']
[],[],['Vorstandsmitglied'],['Vorstandsmitglied'],[],[],[],['Mitglied der Vorstand'],[],[],[],[],['Vorstandsmitglied'],[],['Vorstandsmitglied'],[],['Vorstandsmitglied'],['Vorstandsmitglied'],[],[],['Vorstandsmitglied'],[],[],[]
[],[],['Mitglied der Vorstand'],[],[],[],[],[],[],[],[],[],[],['Vorstandsmitglied'],['Vorstandsmitglied'],[],[],[],[],[],[],[],[],[]
['Mitglied der Vorstand'],[],['Vorstandsmitglied'],['Vorstandsmitglied'],[],[],[],['Mitglied der Vorstand'],[],[],[],['Mitglied der Vorstand'],['Mitglied der Vorstand'],[],['Vorstandsmitglied'],['Vorstandsmitglied'],[],['Mitglied der Vorstand'],[],[],['Mitglied der Vorstand'],[],[],[]
['Prokurist'],[],[],['Prokurist'],[],['Prokurist'],[],[],[],['Prokurist'],[],[],['Prokurist'],['Prokurist'],['Prokurist'],[],[],[],[],[],['Prokurist'],[],['Prokurist'],[]
[],[],[],['Erfolgsrechnung'],[],[],[],[],[],[],[],['Erfolgsrechnung'],[],[],[],[],[],['Erfolgsrechnung'],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],['Erfolgsrechnung'],[],[],[],[],[],[],['Erfolgsrechnung'],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['verwaltungsrechtliche Sanktion'],[],[],[],[],[],[],[],[],[],[],['verwaltungsrechtliche Sanktion'],[],['verwaltungsrechtlich Sanktion'],['verwaltungsrechtliche Sanktion'],[],[],[],[],[],['verwaltungsrechtliche Sanktion']
[],[],['selbst bewirtschaftend Kleinlandwirt'],[],['selbst bewirtschaftend Kleinlandwirt'],[],[],[],[],[],[],['selbst bewirtschaftend Kleinlandwirt'],['selbst bewirtschaftend Kleinlandwirt'],['selbst bewirtschaftend Kleinlandwirt'],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],['Rechtsverordnung'],['Rechtsverordnung'],['Rechtsverordnung'],[],[],[],['Rechtsverordnung'],[],[],[],['Rechtsverordnung'],[],[],['Rechtsverordnung'],[],['Rechtsverordnung'],['Rechtsverordnung'],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],['Raiffeisenbank'],[],['Raiffeisenbank'],[],[],[],[],[],[],[],['Raiffeisenbank'],['Raiffeisenbank'],['Raiffeisenbank'],['Raiffeisenbank'],['Raiffeisenbank'],['Raiffeisenbank'],[],[],[],['Raiffeisenbank'],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['Arbeitsentgelt'],['Arbeitsentgelt'],['Entgelt'],[],['Arbeitsentgelt'],[],[],[],['Arbeitsentgelt'],[],['Arbeitsentgelt'],['Arbeitsentgelt'],['Entgelt'],[],['Arbeitsentgelt'],[],[],['Arbeitsentgelt'],[],[],['Arbeitsentgelt']
[],[],[],['Arbeitsentgelt'],['Entgelt'],[],[],[],[],[],[],[],['Arbeitsentgelt'],[],['Entgelt'],[],['Entgelt'],['Arbeitsentgelt'],[],[],['Entgelt'],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
['Unfallversicherung'],[],[],['Unfallversicherung'],[],['Unfallversicherung'],[],['Unfallversicherung'],[],['Unfallversicherung'],[],['Unfallversicherung'],[],['Unfallversicherung'],['Unfallversicherung'],[],[],['Unfallversicherung'],[],[],['Unfallversicherung'],[],[],['Unfallversicherung']
['Wohnsitz'],[],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],[],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz']
[],['staatenlos Person'],['staatenlos Person'],['staatenlos Person'],[],[],[],['staatenlos Person'],[],['staatenlos Person'],[],['staatenlos Person'],[],['staatenlos Person'],[],[],[],[],[],['staatenlos Person'],[],[],[],['staatenlos Person']
"['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']","['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']","['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']",['Staatsangehörigkeit'],"['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']",[],[],"['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']",[],"['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']",[],"['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']","['Staatsangehörigkeit', 'Staatsangehörigkeit']",[],"['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']","['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']","['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']","['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']",[],[],"['Staatsangehörigkeit', 'Staatsangehörigkeit']",[],"['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']","['Staatsangehörigkeit', 'Staatsangehörigkeit']"
,,,,,,,,,,,,,,,,,,,,,,,
[],"['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']",[],[],"['elterlich Sorge', 'elterlich Sorge']",[],"['elterlich Sorge', 'elterlich Sorge']",[],"['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']",['elterlich Sorge'],"['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']",[],"['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']"
[],['Kindesverhältnis'],['Kindesverhältnis'],[],['Kindesverhältnis'],['Kindesverhältnis'],[],['Kindesverhältnis'],[],['Kindesverhältnis'],[],['Kindesverhältnis'],[],[],[],['Kindesverhältnis'],[],[],[],[],[],[],[],[]
[],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],[],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],[],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],[],['Rechtsnorm'],['Rechtsnorm'],[],['Rechtsnorm'],[],['Rechtsnorm']
['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],[],['Rechtsnorm'],['Rechtsnorm'],[],[],[],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],[],[],['Rechtsnorm'],['Rechtsnorm'],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],"['Getrenntleben', 'Getrenntleben', 'Getrenntleben', 'Getrenntleben']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Trennung von Tisch und Bett', 'Trennung von Tisch und Bett', 'Trennung von Tisch und Bett', 'Trennung von Tisch und Bett']",[],[]
['personenrechtlich Beziehung'],[],[],[],[],['personenrechtlich Beziehung'],[],['personenrechtlich Beziehung'],[],[],[],['personenrechtlich Beziehung'],['personenrechtlich Beziehung'],['personenrechtlich Beziehung'],[],[],[],[],[],[],[],['personenrechtlich Beziehung'],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
['Kindesschutz'],[],[],[],['Kindesschutz'],[],[],[],[],"['Kindesschutz', 'Kindesschutz']",[],['Kindesschutz'],[],[],[],['Kindesschutz'],[],[],[],[],[],[],['Kindesschutz'],['Kindesschutz']
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['Primarschule'],[],[],[],['Primarschule'],[],[],[],['Primarschule'],[],['Primarschule'],[],['Primarschule'],['Primarschule'],['Primarschule'],[],[],[],[],['Primarschule'],['Primarschule']
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['amtlicher Verteidiger']
[],[],[],[],[],[],[],[],[],[],[],['Experte'],[],[],[],[],[],[],[],[],[],[],[],[]
['Experte'],['Experte'],['Experte'],['Experte'],['Experte'],['Experte'],['Experte'],[],['Experte'],['Experte'],['Experte'],[],['Experte'],['Experte'],['Experte'],['Experte'],[],['Experte'],['Experte'],['Experte'],[],[],['Experte'],['Experte']
[],['Zivilkläger'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
['Pass'],[],[],[],[],[],[],[],[],[],[],['Pass'],[],['Pass'],[],[],[],[],['Pass'],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],['Angeschuldigter'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],[],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],[],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme']
['Nachlass'],[],['Nachlass'],['Nachlass'],[],[],[],[],[],[],[],[],['Nachlass'],['Nachlass'],['Nachlass'],['Nachlass'],['Nachlass'],['Nachlass'],[],[],[],[],[],[]
[],['Nachlass'],['Nachlass'],['Nachlass'],[],[],[],[],[],['Nachlass'],[],['Nachlass'],[],['Nachlass'],['Nachlass'],[],['Nachlass'],[],[],[],[],[],[],[]
[],[],[],['Noterbe'],['Noterbe'],[],[],['Noterbe'],[],[],[],['Noterbe'],[],['Noterbe'],['pflichtteilsberechtigt Erbe'],[],['Noterbe'],['pflichtteilsberechtigt Erbe'],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],['Zentralstrafregister'],[],[],[],[],[],['Zentralstrafregister'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Zentralstrafregister']
[],['Personsdurchsuchung'],[],['Personsdurchsuchung'],[],[],[],['Personsdurchsuchung'],['Personsdurchsuchung'],[],[],[],[],[],['Personsdurchsuchung'],[],[],[],[],[],[],['Personsdurchsuchung'],[],[]
[],['Personsdurchsuchung'],['Personsdurchsuchung'],[],[],[],[],[],['Personsdurchsuchung'],[],[],[],[],[],[],[],[],[],[],[],[],['Personsdurchsuchung'],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],['letzwillige Verfügung'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],['Legat'],[],[],[],['Legat'],[],['Legat'],[],[],[],[],[],[],['Legat'],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],['Fahrnis'],[],[],[],[],['Fahrnis'],['Fahrnis'],['Fahrnis'],['Fahrnis'],[],[],[],[],[],['Fahrnis'],[],[]
[],['Sachgesamtheit'],['Sachgesamtheit'],[],['Sachgesamtheit'],['Sachgesamtheit'],[],['Sachgesamtheit'],['Sachgesamtheit'],['Sachgesamtheit'],[],[],['Sachgesamtheit'],['Sachgesamtheit'],['Sachgesamtheit'],[],['Sachgesamtheit'],['Sachgesamtheit'],[],['Sachgesamtheit'],[],['Sachgesamtheit'],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['zivil Früchte'],[],[],[],[],[],[],[],['zivil Früchte'],[],[],[],[],['zivil Früchte'],[],[],[],['zivil Früchte'],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
['Trennung'],[],[],[],[],[],[],[],[],[],['Trennung'],[],[],[],[],[],[],['Trennung'],['Trennung'],[],['Trennung'],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],['unveräusserlich'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],['Requisition'],['Requisition'],['Requisition'],['Requisition'],['Requisition'],[],[],['Requisition'],['Requisition'],[],[],[],['Requisition'],['Requisition'],[],['Requisition'],['Requisition'],[],['Requisition'],['Requisition'],['Requisition'],['Requisition'],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],['Prädialservitut'],[],[],['Prädialservitut'],[],[],[],[],[],[],[],[],[],[],[]
[],['Prädialservitut'],[],[],[],[],[],[],[],['Prädialservitut'],[],[],[],[],['Prädialservitut'],[],[],[],[],[],[],[],[],[]
['Bauzone'],[],[],[],[],[],[],[],[],[],[],[],[],['Bauzone'],[],[],[],['Bauzone'],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],['Bauzone'],[],['Bauzone'],[],[],[],[],['Bauzone'],[],['Bauzone'],[]
[],[],[],['Innehabender'],[],[],[],[],[],[],[],[],[],[],"['Innehabender', 'Innehabender']",[],['Innehabender'],['Innehabender'],[],[],[],[],[],[]
[],['Akzession'],[],[],['Akzession'],[],[],[],[],['Akzession'],[],[],['Akzession'],['Akzession'],[],['Akzession'],['Akzession'],[],[],[],['Akzession'],[],[],[]
[],"['Baurecht', 'Baurecht']",[],[],['Baurecht'],['Baurecht'],[],"['Baurecht', 'Baurecht']","['Baurecht', 'Baurecht']",[],[],[],[],[],[],[],[],"['Baurecht', 'Baurecht']",[],"['Baurecht', 'Baurecht']",[],"['Baurecht', 'Baurecht']",[],[]
['Baurecht'],[],['Baurecht'],['Baurecht'],['Baurecht'],['Baurecht'],[],['Baurecht'],['Baurecht'],[],[],[],[],['Baurecht'],[],[],[],[],[],['Baurecht'],[],['Baurecht'],['Baurecht'],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['Anmassung'],[],[],[],[],[],[],[],[],[],[],[],[],['Anmassung'],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],['belastet Grundstück'],[],[],[],[],[],['belastet Grundstück'],[],[],[],[],[],[],[],['belastet Grundstück'],[],[],[],[],[],[],[],[]
['Konfusion'],['Konfusion'],[],['Konfusion'],['Konfusion'],['Konfusion'],[],['Konfusion'],[],['Konfusion'],[],[],['Konfusion'],['Konfusion'],['Konfusion'],['Konfusion'],['Konfusion'],['Konfusion'],[],[],['Konfusion'],['Konfusion'],['Konfusion'],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],['Stockwerkeigentum'],[],[],[],[],[],['Stockwerkeigentum'],[],[],['Stockwerkeigentum'],[],['Stockwerkeigentum'],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
['Zivilstandsbeamter'],[],[],[],[],[],[],['Zivilstandsbeamter'],[],['Zivilstandsbeamter'],[],[],['Zivilstandsbeamter'],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],['Aussöhnung'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Aussöhnung'],[],[],['Aussöhnung']
[],[],[],['Trennung im gegenseitigen Einvernehmen'],[],['Trennung im gegenseitigen Einvernehmen'],[],[],[],[],[],[],[],['Trennung im gegenseitigen Einvernehmen'],['Trennung im gegenseitigen Einvernehmen'],[],['Trennung im gegenseitigen Einvernehmen'],[],[],[],['Trennung im gegenseitigen Einvernehmen'],[],['Trennung im gegenseitigen Einvernehmen'],['trennung im gegenseitigen Einvernehmen']
[],['Gewahrsam'],['Gewahrsam'],['Gewahrsam'],[],['Gewahrsam'],[],['Gewahrsam'],[],['Gewahrsam'],[],['Gewahrsam'],['Gewahrsam'],[],[],['Gewahrsam'],[],['Gewahrsam'],[],[],['Gewahrsam'],[],['Gewahrsam'],[]
[],['gutgläubig Besitz'],['gutgläubig Besitz'],[],['gutgläubig Besitz'],['gutgläubig Besitz'],[],['gutgläubig Besitz'],[],[],['gutgläubig Besitz'],['gutgläubig Besitz'],[],[],['gutgläubig Besitz'],['gutgläubig Besitz'],[],['gutgläubig Besitz'],[],['gutgläubig Besitz'],['gutgläubig Besitz'],['gutgläubig Besitz'],['gutgläubig Besitz'],[]
[],[],[],[],['Klage aus Besitzesentziehung'],[],[],[],[],[],[],[],[],['Klage aus Besitzesentziehung'],[],[],['Klage aus Besitzesentziehung'],['Klage aus Besitzesentziehung'],[],[],['Klage aus Besitzesentziehung'],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Klage aus Besitzesstörung'],[],[],[],[],[],[],[]
['Heiratsgut'],[],['Ausstattung'],['Heiratsgut'],['Heiratsgut'],['Heiratsgut'],[],[],['Heiratsgut'],['Ausstattung'],[],[],[],[],[],[],['Heiratsgut'],[],[],['Heiratsgut'],[],['Heiratsgut'],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['Familienbetrieb'],[],['Familienbetrieb'],['Familienbetrieb'],['Familienbetrieb'],['Familienbetrieb'],[],['Familienbetrieb'],['Familienbetrieb'],['Familienbetrieb'],['Familienbetrieb'],['Familienbetrieb'],[],['Familienbetrieb'],['Familienbetrieb'],['Familienbetrieb'],['Familienbetrieb'],['Familienbetrieb'],[],['Familienbetrieb'],['Familienbetrieb'],[],['Familienbetrieb'],['Familienbetrieb']
[],[],[],[],[],['Unterhaltsanspruch'],[],['Unterhaltsanspruch'],[],['Unterhaltsanspruch'],[],['Unterhaltsanspruch'],['Unterhaltsanspruch'],[],[],['Unterhaltsanspruch'],[],['Unterhaltsanspruch'],[],[],[],[],['Unterhaltsanspruch'],['Unterhaltsanspruch']
[],[],[],[],[],[],[],['Unterhaltsanspruch'],[],[],[],['Unterhaltsanspruch'],[],[],[],['Unterhaltsanspruch'],[],['Unterhaltsanspruch'],[],[],[],[],['Unterhaltsanspruch'],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],['Genusschuld'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],['Erfüllung durch Dritte'],['Erfüllung durch Dritte'],[],['Erfüllung durch Dritte'],[],[],[],[],[],[],[],[],[],[],['Erfüllung durch Dritte'],[],[],[],[],[],[],[],['Erfüllung durch Dritte']
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['Verwarnung'],[],[],[],['Verwarnung'],[],[],['Verwarnung'],[],['Verwarnung'],[],[],[],[],[],[],[],[],[],['Verwarnung'],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],['Vaterschaftsanfechtung'],['Vaterschaftsanfechtung'],['Vaterschaftsanfechtung'],['Vaterschaftsanfechtung'],['Vaterschaftsanfechtung'],[],['Vaterschaftsanfechtung'],[],[],[],['Vaterschaftsanfechtung'],[],['Vaterschaftsanfechtung'],['Vaterschaftsanfechtung'],['Vaterschaftsanfechtung'],[],['Vaterschaftsanfechtung'],[],[],['Vaterschaftsanfechtung'],[],['Vaterschaftsanfechtung'],['Vaterschaftsanfechtung']
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],['Klage auf Anfechtung der Vaterschaft'],[],[],['Klage auf Anfechtung der Vaterschaft'],[],['Klage auf Anfechtung der Vaterschaft'],[],['Klage auf Anfechtung der Vaterschaft'],[],[],[],[],['Klage auf Anfechtung der Vaterschaft'],[],[],[],[],[],[],['Klage auf Anfechtung der Vaterschaft']
[],[],[],['Richtplan'],[],[],[],[],[],[],[],['Richtplan'],[],[],[],[],[],['Richtplan'],[],[],[],[],[],[]
