Tiny Aya Global,GPT OSS 20B,UvA-MT,Qingqiu-MT-9B,Dubformer,DeepSeek V4 Pro,CUNI-EdUKate,Qwen 3.6 - 27b,Gemini 3.1 Pro,Ministral 3 - 14B,GoogleTranslate,Tower 9B,Mistral Medium 3.5,Command A+,Cohere CAT+,GPT OSS 120B,Qwen 3.5 - 9b,Gemma 4 - 4B,CUNI-MH-v3,TRIVE,SalamandraTA,GPT 5.5,Gemma 4 - 31B,GLM 4 - 9B
[],['Rechtsanwalt'],['Rechtsanwalt'],['Rechtsanwalt'],['Rechtsanwalt'],['Rechtsanwalt'],[],['Rechtsanwalt'],['Rechtsanwalt'],['Rechtsanwalt'],[],['Rechtsanwalt'],['Rechtsanwalt'],['Rechtsanwalt'],['Rechtsanwalt'],['Rechtsanwalt'],['Rechtsanwalt'],['Rechtsanwalt'],[],['Rechtsanwalt'],['Rechtsanwalt'],['Rechtsanwalt'],['Rechtsanwalt'],[]
[],[],['Streitgenossenschaft'],[],['Streitgenossenschaft'],['Streitgenossenschaft'],[],['Streitgenossenschaft'],['Streitgenossenschaft'],['Streitgenossenschaft'],[],[],['Streitgenossenschaft'],['Streitgenossenschaft'],['Streitgenossenschaft'],['Streitgenossenschaft'],[],[],[],['Streitgenossenschaft'],['Streitgenossenschaft'],['Streitgenossenschaft'],['Streitgenossenschaft'],[]
['Aufhebung'],['Aufhebung'],['Außerkraftsetzung'],['Aufhebung'],['Aufhebung'],['Aufhebung'],['Aufhebung'],['Außerkraftsetzung'],['Aufhebung'],['Aufhebung'],['Aufhebung'],['Außerkraftsetzung'],['Aufhebung'],['Aufhebung'],['Aufhebung'],['Außerkraftsetzung'],['Aufhebung'],[],['Aufhebung'],['Aufhebung'],[],['Aufhebung'],['Außerkraftsetzung'],['Aufhebung']
['Aufhebung'],[],['Außerkraftsetzung'],['Aufhebung'],['Aufhebung'],['Aufhebung'],['Aufhebung'],[],['Aufhebung'],['Aufhebung'],['Aufhebung'],['Außerkraftsetzung'],['Aufhebung'],['Aufhebung'],['Aufhebung'],['Aufhebung'],['Außerkraftsetzung'],['Aufhebung'],[],['Aufhebung'],['Aufhebung'],['Aufhebung'],['Außerkraftsetzung'],['Aufhebung']
[],['Beitritt'],['Beitritt'],[],[],['Beitritt'],[],[],[],['Beitritt'],[],[],[],[],[],['Beitritt'],[],[],[],['Beitritt'],[],[],[],[]
['Einlassung in das Verfahren'],['Einlassung in das Verfahren'],[],['Streiteinlassung'],['Einlassung in das Verfahren'],['Einlassung in das Verfahren'],[],[],['Streiteinlassung'],['Einlassung in das Verfahren'],[],['Einlassung in das Verfahren'],['Streiteinlassung'],['Einlassung in das Verfahren'],['Streiteinlassung'],['Einlassung in das Verfahren'],['Streiteinlassung'],['Streiteinlassung'],[],['Einlassung in das Verfahren'],['Streiteinlassung'],['Streiteinlassung'],['Streiteinlassung'],['Streiteinlassung']
['Streiteinlassung'],['Einlassung in das Verfahren'],['Einlassung in das Verfahren'],['Streiteinlassung'],[],['Einlassung in das Verfahren'],[],['Einlassung in das Verfahren'],['Einlassung in das Verfahren'],['Einlassung in das Verfahren'],[],['Streiteinlassung'],['Streiteinlassung'],['Einlassung in das Verfahren'],['Streiteinlassung'],['Einlassung in das Verfahren'],['Streiteinlassung'],['Streiteinlassung'],[],['Einlassung in das Verfahren'],['Streiteinlassung'],['Streiteinlassung'],['Streiteinlassung'],['Streiteinlassung']
[],['Spezialkurator'],[],['Spezialkurator'],[],['Spezialkurator'],[],[],['Spezialkurator'],[],[],[],[],['Spezialkurator'],['Spezialkurator'],['Spezialkurator'],['Spezialkurator'],['Spezialkurator'],[],['Spezialkurator'],['Spezialkurator'],['Spezialkurator'],[],['Spezialkurator']
[],[],[],[],[],[],[],[],[],['Grund des erhobenen Anspruchs'],[],[],[],[],[],[],[],[],[],[],['Grund des erhobenen Anspruchs'],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],['dingliches Recht'],[],['dingliches Recht'],['dingliches Recht'],[],['dingliches Recht'],['dingliches Recht'],[],[],[],['dingliches Recht'],['dingliches Recht'],[],['dingliches Recht'],['dingliches Recht'],[],['dingliches Recht'],['dingliches Recht'],['dingliches Recht'],['dingliches Recht'],['dingliches Recht'],['dinglich Recht']
['Durchführungsverordnung'],['Durchführungsverordnung'],['Durchführungsverordnung'],['Durchführungsverordnung'],['Durchführungsverordnung'],['Durchführungsverordnung'],['Durchführungsverordnung'],['Durchführungsverordnung'],['Durchführungsverordnung'],[],[],['Durchführungsverordnung'],['Durchführungsverordnung'],['Durchführungsverordnung'],['Durchführungsverordnung'],['Durchführungsverordnung'],['Durchführungsverordnung'],[],[],['Durchführungsverordnung'],['Durchführungsverordnung'],['Durchführungsverordnung'],['Durchführungsverordnung'],['Durchführungsverordnung']
['Hausangestellte'],['Hausangestellte'],['Hausangestellter'],[],[],['Haushaltsgehilfe'],[],[],['Hausangestellter'],[],['Hausangestellte'],['Hausangestellte'],['Hausangestellter'],['Hausangestellte'],['Hausangestellter'],['Haushaltsgehilfe'],[],['Hausangestellter'],['Hausangestellter'],[],['Hausangestellte'],['Hausangestellter'],['Hausangestellte'],['Hausangestellte']
[],['Kindergartenassistent'],[],['pädagogischer Mitarbeiter'],['Kindergartenassistent'],['Kindergartenassistent'],['Kindergartenassistent'],[],['Kindergartenassistent'],['pädagogischer Mitarbeiter'],[],[],[],[],[],['Kindergartenassistent'],[],[],[],[],[],['Kindergartenassistent'],[],[]
['spezialisiert Straßenwärter'],[],['spezialisiert Straßenwärter'],['spezialisierter Straßenwärter'],['spezialisiert Straßenwärter'],['spezialisiert Straßenwärter'],[],['spezialisiert Straßenwärter'],['spezialisiert Straßenwärter'],[],[],['spezialisiert Straßenwärter'],[],['spezialisiert Straßenwärter'],['spezialisiert Straßenwärter'],['spezialisiert Straßenwärter'],['spezialisierter Straßenwärter'],['spezialisiert Straßenwärter'],[],['spezialisiert Straßenwärter'],[],['spezialisiert Straßenwärter'],['spezialisiert Straßenwärter'],['spezialisierter Straßenwärter']
[],[],[],[],[],['Sozialassistent'],[],[],['Sozialassistent'],[],[],[],[],[],[],[],[],[],[],['Sozialassistent'],[],['Sozialassistent'],[],['Sozialassistent']
['Werbeassistent'],['Werbeassistent'],['Werbeassistent'],[],['Werbeassistent'],['Werbeassistent'],['Werbeassistent'],['Werbeassistent'],['Werbeassistent'],['Werbeassistent'],[],['Werbeassistent'],['Werbeassistent'],['Werbeassistent'],['Werbeassistent'],['Werbeassistent'],['Werbeassistent'],['Werbeassistent'],['Werbeassistent'],['Werbeassistent'],['Werbesachbearbeiter'],['Werbeassistent'],['Werbeassistent'],['Werbeassistent']
['Freiberufler'],['Freiberufler'],['Freiberufler'],['Freiberufler'],['Freiberufler'],['Freiberufler'],[],['Freiberufler'],['Freiberufler'],['Freiberufler'],['Freiberufler'],['Freiberufler'],['Freiberufler'],[],['Freiberufler'],['Freiberufler'],['Freiberufler'],['Freiberufler'],[],['Freiberufler'],['Freiberufler'],['Freiberufler'],['Freiberufler'],['Freiberufler']
['Disziplinarmaßnahme'],['Disziplinarmaßnahme'],['Disziplinarmaßnahme'],['Disziplinarmaßnahme'],['Disziplinarstrafe'],['Disziplinarmaßnahme'],[],['Disziplinarmaßnahme'],['Disziplinarstrafe'],['Disziplinarmaßnahme'],[],['Disziplinarmaßnahme'],['Disziplinarmaßnahme'],['Disziplinarstrafe'],['Disziplinarstrafe'],['Disziplinarmaßnahme'],['Disziplinarmaßnahme'],['Disziplinarmaßnahme'],[],['Disziplinarmaßnahme'],['Disziplinarstrafe'],['Disziplinarstrafe'],[],['Disziplinarmaßnahme']
['Ministerrat'],['Ministerrat'],['Ministerrat'],['Ministerrat'],['Ministerrat'],['Ministerrat'],['Ministerrat'],['Ministerrat'],['Ministerrat'],['Ministerrat'],['Ministerrat'],['Ministerrat'],['Ministerrat'],['Ministerrat'],['Ministerrat'],['Ministerrat'],['Ministerrat'],[],['Ministerrat'],['Ministerrat'],['Ministerrat'],['Ministerrat'],['Ministerrat'],['Ministerrat']
[],[],['Minister ohne Geschäftsbereich'],[],[],['Minister ohne Geschäftsbereich'],[],['Minister ohne Geschäftsbereich'],[],['Minister ohne Geschäftsbereich'],['Minister ohne Geschäftsbereich'],[],['Minister ohne Geschäftsbereich'],[],['Minister ohne Geschäftsbereich'],['Minister ohne Geschäftsbereich'],[],['Minister ohne Geschäftsbereich'],[],['Minister ohne Geschäftsbereich'],['Minister ohne Geschäftsbereich'],['Minister ohne Geschäftsbereich'],[],['Minister ohne Geschäftsbereich']
['Gemeinde'],['Gemeinde'],['Gemeinde'],[],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],[],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde']
[],[],['Gemeinderat'],['Gemeinderat'],['Gemeinderat'],['Gemeinderat'],"['Gemeinderat', 'Gemeinderat']",['Gemeinderat'],['Gemeinderat'],['Gemeinderat'],"['Gemeinderat', 'Gemeinderat']",[],['Gemeinderat'],['Gemeinderat'],[],['Gemeinderat'],['Gemeinderat'],['Gemeinderat'],['Gemeinderat'],['Gemeinderat'],['Gemeinderat'],['Gemeinderat'],[],['Gemeinderat']
['Bürgermeister'],['Bürgermeister'],['Bürgermeister'],['Bürgermeister'],['Bürgermeister'],['Bürgermeister'],['Bürgermeister'],['Bürgermeister'],['Bürgermeister'],[],['Bürgermeister'],['Bürgermeister'],['Bürgermeister'],['Bürgermeister'],['Bürgermeister'],['Bürgermeister'],['Bürgermeister'],['Bürgermeister'],['Bürgermeister'],['Bürgermeister'],['Bürgermeister'],['Bürgermeister'],['Bürgermeister'],['Bürgermeister']
[],[],['Gemeindeausschuss'],[],['Gemeindeausschuss'],['Gemeindeausschuss'],[],[],['Gemeindeausschuss'],[],[],[],['Gemeindeausschuss'],[],[],[],[],[],[],['Gemeindeausschuss'],[],['Gemeindeausschuss'],[],[]
[],['Gemeindeassessor'],['Gemeindereferent'],['Stadtrat'],['Gemeindereferent'],['Gemeindeassessor'],[],['Gemeindereferent'],['Gemeindereferent'],['Gemeindeassessor'],[],['Gemeindeassessor'],['Gemeindeassessor'],['Gemeindeassessor'],['Gemeindeassessor'],['Gemeindeassessor'],[],['Gemeindeassessor'],[],['Gemeindereferent'],['Gemeindeassessor'],['Gemeindereferent'],['Gemeindeassessor'],['Gemeindeassessor']
[],['Gemeindeassessor'],['Gemeindereferent'],['Gemeindeassessor'],['Gemeindereferent'],['Gemeindereferent'],[],['Gemeindeassessor'],['Gemeindereferent'],['Gemeindeassessor'],[],['Gemeindeassessor'],['Gemeindeassessor'],['Gemeindeassessor'],['Gemeindeassessor'],['Gemeindeassessor'],['Gemeindeassessor'],['Gemeindeassessor'],[],['Gemeindereferent'],['Gemeindereferent'],['Gemeindereferent'],['Gemeindeassessor'],[]
[],['Gemeinderatsmitglied'],['Gemeinderat'],['Gemeinderat'],['Gemeinderat'],['Gemeinderat'],['Gemeinderatsmitglied'],['Gemeinderat'],['Gemeinderatsmitglied'],['Gemeinderat'],['Gemeinderat'],['Gemeinderat'],['Gemeinderatsmitglied'],['Gemeinderat'],['Gemeinderat'],['Gemeinderatsmitglied'],[],['Gemeinderat'],['Gemeinderat'],['Gemeinderat'],['Gemeinderat'],['Gemeinderat'],['Gemeinderat'],['Gemeinderatsmitglied']
['Satzungsautonomie'],['Satzungsautonomie'],['Satzungsautonomie'],[],['Satzungsautonomie'],['Satzungsautonomie'],[],['Satzungsautonomie'],['Satzungsautonomie'],['Satzungsautonomie'],[],['Satzungsautonomie'],['Satzungsautonomie'],[],[],['Satzungsautonomie'],[],['Satzungsautonomie'],[],['Satzungsautonomie'],['Satzungsbefugnis'],['Satzungsautonomie'],['Satzungsautonomie'],['Satzungsautonomie']
[],['Finanzautonomie'],['Finanzautonomie'],['Finanzautonomie'],['Finanzautonomie'],['Finanzautonomie'],[],['Finanzautonomie'],[],[],[],['Finanzautonomie'],['Finanzautonomie'],['Finanzautonomie'],['Finanzautonomie'],['Finanzautonomie'],['Finanzautonomie'],['Finanzautonomie'],[],['Finanzautonomie'],['Finanzautonomie'],['Finanzautonomie'],['Finanzautonomie'],[]
['Ministerium'],[],[],[],['Ministerium'],['Ministerium'],[],[],['Ministerium'],[],['Ministerium'],[],['Geschäftsbereich'],['Ministerium'],['Geschäftsbereich'],['Ministerium'],['Geschäftsbereich'],['Geschäftsbereich'],['Ministerium'],['Ministerium'],[],['Ministerium'],['Ministerium'],[]
['Anteil'],['Gesellschaftsanteil'],[],[],[],[],[],[],['Gesellschaftsanteil'],['Gesellschaftsanteil'],['Anteil'],['Gesellschaftsanteil'],['Gesellschaftsanteil'],[],[],['Gesellschaftsanteil'],[],['Gesellschaftsanteil'],[],[],['Gesellschaftsanteil'],['Gesellschaftsanteil'],[],['Gesellschaftsanteil']
['Bürgschaft'],[],[],[],[],[],[],['Bürgschaft'],[],['Bürgschaft'],[],['Bürgschaft'],['Bürgschaft'],[],[],[],[],[],['Bürgschaft'],[],[],['Bürgschaft'],['Bürgschaft'],[]
[],[],[],[],['Geschäftsführer'],"['Verwalter', 'Verwalter der Gesellschaft']",['Verwalter'],[],['Verwalter'],['Geschäftsführer'],[],['Geschäftsführer'],[],"['Verwalter', 'Verwalter der Gesellschaft']",[],[],[],[],[],['Verwalter'],[],['Verwalter'],['Geschäftsführer'],[]
[],['Verwalter'],[],[],['Geschäftsführer'],['Verwalter'],[],['Verwalter'],['Verwalter'],['Geschäftsführer'],[],[],['Verwalter'],[],[],['Verwalter'],[],[],[],['Verwalter'],[],['Verwalter'],['Geschäftsführer'],[]
[],"['Verwalter', 'Verwalter der Gesellschaft']",[],[],['Geschäftsführer'],['Geschäftsführer'],[],[],"['Verwalter', 'Verwalter der Gesellschaft']",['Geschäftsführer'],[],[],[],[],[],[],[],[],[],"['Verwalter', 'Verwalter der Gesellschaft']",[],['Geschäftsführer'],['Geschäftsführer'],[]
[],['Bevollmächtigter'],['Bevollmächtigter'],[],[],[],['Vertreter'],['Bevollmächtigter'],[],[],[],[],[],[],[],[],['Bevollmächtigter'],['Bevollmächtigter'],[],[],[],[],[],[]
"['Gewinn- und Verlustrechnung', 'Gewinn- und Verlustrechnung']",[],['Gewinn- und Verlustrechnung'],[],['Gewinn- und Verlustrechnung'],['Gewinn- und Verlustrechnung'],[],['Gewinn- und Verlustrechnung'],['Gewinn- und Verlustrechnung'],['Gewinn- und Verlustrechnung'],['Gewinn- und Verlustrechnung'],[],['Gewinn- und Verlustrechnung'],['Gewinn- und Verlustrechnung'],['Gewinn- und Verlustrechnung'],[],['Gewinn- und Verlustrechnung'],[],[],['Gewinn- und Verlustrechnung'],['Gewinn- und Verlustrechnung'],['Gewinn- und Verlustrechnung'],['Gewinn- und Verlustrechnung'],[]
['Gewinn- und Verlustrechnung'],[],['Gewinn- und Verlustrechnung'],['Gewinn- und Verlustrechnung'],['Gewinn- und Verlustrechnung'],['Gewinn- und Verlustrechnung'],[],['Gewinn- und Verlustrechnung'],['Gewinn- und Verlustrechnung'],[],['Gewinn- und Verlustrechnung'],['Gewinn- und Verlustrechnung'],['Gewinn- und Verlustrechnung'],['Gewinn- und Verlustrechnung'],['Gewinn- und Verlustrechnung'],[],[],['Gewinn- und Verlustrechnung'],[],['Gewinn- und Verlustrechnung'],['Gewinn- und Verlustrechnung'],['Gewinn- und Verlustrechnung'],['Gewinn- und Verlustrechnung'],[]
[],[],['Auftrag'],[],['Auftrag'],['Auftrag'],[],[],['Auftrag'],['Auftrag'],[],[],[],[],[],[],[],[],[],['Auftrag'],['Auftrag'],['Auftrag'],[],['Auftrag']
[],[],['Gesellschaft mit beschränkter Haftung'],['Gesellschaft mit beschränkter Haftung'],['GmbH'],['GmbH'],[],['Gesellschaft mit beschränkter Haftung'],['GmbH'],['GmbH'],[],['GmbH'],['GmbH'],['Gesellschaft mit beschränkter Haftung'],['GmbH'],['GmbH'],['Gesellschaft mit beschränkter Haftung'],['Gesellschaft mit beschränkter Haftung'],['Gesellschaft mit beschränkter Haftung'],['GmbH'],['GmbH'],['Gesellschaft mit beschränkter Haftung'],['GmbH'],['GmbH']
"['Gesellschaft mit beschränkter Haftung', 'GmbH']",['Gesellschaft mit beschränkter Haftung'],['Gesellschaft mit beschränkter Haftung'],['Gesellschaft mit beschränkter Haftung'],['Gesellschaft mit beschränkter Haftung'],"['Gesellschaft mit beschränkter Haftung', 'GmbH']",['Gesellschaft mit beschränkter Haftung'],['Gesellschaft mit beschränkter Haftung'],"['Gesellschaft mit beschränkter Haftung', 'GmbH']","['Gesellschaft mit beschränkter Haftung', 'GmbH']",['Gesellschaft mit beschränkter Haftung'],['Gesellschaft mit beschränkter Haftung'],"['Gesellschaft mit beschränkter Haftung', 'GmbH']",['Gesellschaft mit beschränkter Haftung'],"['Gesellschaft mit beschränkter Haftung', 'GmbH']","['Gesellschaft mit beschränkter Haftung', 'GmbH']",['Gesellschaft mit beschränkter Haftung'],"['Gesellschaft mit beschränkter Haftung', 'GmbH']",['Gesellschaft mit beschränkter Haftung'],"['Gesellschaft mit beschränkter Haftung', 'GmbH']","['Gesellschaft mit beschränkter Haftung', 'GmbH']","['Gesellschaft mit beschränkter Haftung', 'GmbH']","['Gesellschaft mit beschränkter Haftung', 'GmbH']",['GmbH']
['Referendum'],['Referendum'],['Volksabstimmung'],['Volksabstimmung'],['Volksabstimmung'],['Volksabstimmung'],['Referendum'],['Volksabstimmung'],['Volksabstimmung'],['Volksabstimmung'],['Referendum'],['Referendum'],['Volksabstimmung'],['Referendum'],['Referendum'],['Referendum'],[],['Volksabstimmung'],['Referendum'],['Volksabstimmung'],['Volksabstimmung'],['Volksabstimmung'],['Volksabstimmung'],['Volksabstimmung']
['Referendum'],[],['Volksabstimmung'],['Referendum'],[],['Volksabstimmung'],['Referendum'],['Referendum'],['Volksabstimmung'],[],['Referendum'],['Referendum'],[],['Volksbefragung'],[],['Volksabstimmung'],['Referendum'],['Volksabstimmung'],['Referendum'],['Volksabstimmung'],[],['Volksabstimmung'],['Volksabstimmung'],['Volksbefragung']
[],['Volksabstimmung'],['Volksabstimmung'],['Volksabstimmung'],['Volksabstimmung'],['Volksabstimmung'],[],[],['Volksabstimmung'],[],[],[],[],['Volksabstimmung'],['Referendum'],['Volksabstimmung'],['Volksabstimmung'],['Volksabstimmung'],[],['Volksabstimmung'],['Volksabstimmung'],['Volksabstimmung'],['Volksabstimmung'],['Volksabstimmung']
['Verwaltungsstrafe'],['Verwaltungsstrafe'],['Verwaltungsstrafe'],[],['Verwaltungsstrafe'],['Verwaltungsstrafe'],['Verwaltungsstrafe'],['Verwaltungsstrafe'],['Verwaltungsstrafe'],['Verwaltungsstrafe'],['Verwaltungsstrafe'],[],['Verwaltungsstrafe'],['Verwaltungsstrafe'],[],['Verwaltungsstrafe'],[],[],['Verwaltungsstrafe'],['Verwaltungsstrafe'],['Verwaltungsstrafe'],['Verwaltungsstrafe'],['Verwaltungsstrafe'],[]
[],[],[],['Selbstbebauer'],[],['Selbstbebauer'],[],[],['Selbstbebauer'],[],[],[],[],[],['Selbstbebauer'],['Selbstbebauer'],[],[],[],['Selbstbebauer'],[],['Selbstbebauer'],['Selbstbebauer'],[]
[],['Adoption'],[],[],['Adoption'],[],['Adoption'],[],['Adoption'],[],['Adoption'],['Adoption'],['Adoption'],['Adoption'],['Adoption'],['Adoption'],[],[],['Adoption'],['Adoption'],['Adoption'],[],['Adoption'],['Adoption']
[],[],[],[],[],[],[],['Anvertrauung zur Betreuung vor der Adoption'],[],['Überlassung zur adoptionsvorbereitenden Betreuung'],[],[],['Überlassung zur adoptionsvorbereitenden Betreuung'],[],['Überlassung zur adoptionsvorbereitenden Betreuung'],[],[],[],[],[],[],[],['Überlassung zur adoptionsvorbereitenden Betreuung'],[]
['Beitritt'],['Beitritt'],['Beitritt'],['Beitritt'],['Beitritt'],['Beitritt'],[],['Beitritt'],['Beitritt'],['Beitritt'],[],['Beitritt'],['Beitritt'],['Beitritt'],['Beitritt'],['Beitritt'],['Beitritt'],['Beitritt'],[],['Beitritt'],[],['Beitritt'],['Beitritt'],[]
['Vormund'],['Vormund'],['Vormund'],['Vormund'],"['Vormund', 'Vormund']",['Vormund'],"['Vormund', 'Vormund']",['Vormund'],['Vormund'],['Vormund'],['Vormund'],['Vormund'],['Vormund'],['Vormund'],['Vormund'],"['Vormund', 'Vormund']",['Vormund'],['Vormund'],[],['Vormund'],"['Vormund', 'Vormund']",['Vormund'],['Vormund'],['Vormund']
['gesetzlich Zins'],['gesetzlich Zins'],['gesetzlich Zins'],['gesetzlich Zins'],['gesetzlich Zins'],['gesetzlich Zins'],['gesetzlich Zins'],['gesetzlich Zins'],['gesetzlich Zins'],['gesetzlich Zins'],['gesetzlich Zins'],['gesetzlich Zins'],['gesetzlich Zins'],['gesetzlich Zins'],['gesetzlich Zins'],['gesetzlich Zins'],['gesetzlich Zins'],['gesetzlich Zins'],[],['gesetzlich Zins'],['gesetzlich Zins'],['gesetzlich Zins'],['gesetzlich Zins'],['gesetzlich Zins']
[],[],[],[],['Verordnung'],['Verordnung'],[],[],['Verordnung'],[],['Verordnung'],[],['Verordnung'],['Verordnung'],[],['Verordnung'],[],[],[],['Verordnung'],['Verordnung'],['Verordnung'],['Verordnung'],[]
['Diskontsatz'],['Diskontsatz'],['Diskontsatz'],[],['Diskontsatz'],['Diskontsatz'],[],['Diskontsatz'],['Diskontsatz'],['Diskontsatz'],['Diskontsatz'],['Diskontsatz'],['Diskontsatz'],['Diskontsatz'],['Diskontsatz'],['Diskontsatz'],['Diskontsatz'],['Diskontsatz'],['Diskontsatz'],['Diskontsatz'],['Diskontsatz'],['Diskontsatz'],['Diskontsatz'],['Diskontsatz']
[],[],['Raiffeisenkasse'],[],['Raiffeisenkasse'],['Raiffeisenkasse'],[],['Raiffeisenkasse'],['Raiffeisenkasse'],['Raiffeisenkasse'],[],[],[],[],[],[],[],['Raiffeisenkasse'],[],['Raiffeisenkasse'],[],['Raiffeisenkasse'],['Raiffeisenkasse'],[]
"['Forderung', 'Forderung']","['Forderung', 'Forderung']","['Forderung', 'Forderung']","['Forderung', 'Forderung']","['Forderung', 'Forderung']","['Forderung', 'Forderung']",[],"['Forderung', 'Forderung']","['Forderung', 'Forderung']",['Forderung'],"['Forderung', 'Forderung', 'Forderung']","['Forderung', 'Forderung']","['Forderung', 'Forderung']","['Forderung', 'Forderung']","['Forderung', 'Forderung']","['Forderung', 'Forderung']",[],"['Forderung', 'Forderung']",[],"['Forderung', 'Forderung']","['Forderung', 'Forderung']","['Forderung', 'Forderung']","['Forderung', 'Forderung']","['Forderung', 'Forderung']"
[],[],['Zivilgesetzbuch'],[],['Zivilgesetzbuch'],['Zivilgesetzbuch'],['Zivilgesetzbuch'],[],['Zivilgesetzbuch'],[],[],[],['Zivilgesetzbuch'],['Zivilgesetzbuch'],[],[],[],[],['Zivilgesetzbuch'],['Zivilgesetzbuch'],[],['Zivilgesetzbuch'],['Zivilgesetzbuch'],['ZGB']
['Entlohnung'],['Entlohnung'],['Entlohnung'],[],[],[],[],[],['Entlohnung'],['Entlohnung'],['Vergütung'],[],['Vergütung'],[],[],[],['Entlohnung'],[],['Vergütung'],['Entlohnung'],[],['Entlohnung'],['Entlohnung'],[]
