Tiny Aya Global,GPT OSS 20B,UvA-MT,Qingqiu-MT-9B,Dubformer,DeepSeek V4 Pro,CUNI-EdUKate,Qwen 3.6 - 27b,Gemini 3.1 Pro,Ministral 3 - 14B,GoogleTranslate,Tower 9B,Mistral Medium 3.5,Command A+,Cohere CAT+,GPT OSS 120B,Qwen 3.5 - 9b,Gemma 4 - 4B,CUNI-MH-v3,TRIVE,SalamandraTA,GPT 5.5,Gemma 4 - 31B,GLM 4 - 9B
[],['Klageantrag'],[],[],[],[],[],[],[],[],[],[],[],[],['Klageantrag'],['Klageantrag'],[],[],[],[],['Klagegegenstand'],[],[],[]
['Realrecht'],[],[],['Sachenrecht'],[],[],[],[],[],['Sachenrecht'],[],['Realrecht'],[],[],['Realrecht'],[],[],['Realrecht'],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],['Hausgehilfe'],['Hausgehilfe'],[],[],['Hausgehilfe'],[],['Hausgehilfe'],[],[],[],[],[],[],['Hausgehilfe'],[],[],['Hausgehilfe'],[],[],[],[]
[],[],['Kindergartenhelfer'],[],[],[],[],[],[],[],[],['Kindergartenhelfer'],['Kindergartenhelfer'],['Kindergartenhelfer'],[],[],[],[],['Kindergartenhelfer'],['Kindergartenhelfer'],['Kindergartenhelfer'],[],['Kindergartenhelfer'],[]
,,,,,,,,,,,,,,,,,,,,,,,
['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],[],['Sozialarbeiter'],['Sozialarbeiter'],[],['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],['Sozialarbeiter'],[],['Sozialarbeiter'],[],['Sozialarbeiter'],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Bundesregierung'],[],[],['Bundesregierung'],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
"['Gemeindevertretung', 'Gemeindevertretung']",[],[],[],[],[],[],[],[],['Gemeindevertretung'],[],['Gemeindevertretung'],['Gemeindevertretung'],[],['Gemeindevertretung'],[],[],[],['Gemeindevertretung'],[],[],[],['Gemeindevertretung'],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],['Autonomie'],[],"['Autonomie', 'Satzungsgewalt']",[],[],"['Autonomie', 'Autonomie']",[],[],[],['Autonomie'],[],[],['Satzungsgewalt'],['Satzungsgewalt'],[],"['Satzungsgewalt', 'Satzungsgewalt']",[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],['Geschäftsanteil'],['Geschäftsanteil'],['Geschäftsanteil'],['Geschäftsanteil'],[],['Geschäftsanteil'],[],[],[],[],[],['Geschäftsanteil'],['Kapitalanteil'],[],['Geschäftsanteil'],[],[],['Geschäftsanteil'],[],[],['Geschäftsanteil'],[]
[],['Bürgschaftsvertrag'],['Bürgschaftsvertrag'],['Bürgschaftsvertrag'],['Bürgschaftsvertrag'],['Bürgschaftsvertrag'],[],[],['Bürgschaftsvertrag'],[],['Bürgschaftsvertrag'],[],[],['Bürgschaftsvertrag'],['Bürgschaftsvertrag'],['Bürgschaftsvertrag'],['Bürgschaftsvertrag'],['Bürgschaftsvertrag'],[],['Bürgschaftsvertrag'],['Bürgschaftsvertrag'],[],[],['Bürgschaftsvertrag']
[],['Vorstand'],['Vorstandsmitglied'],['Vorstandsmitglied'],[],[],[],"['Mitglied der Vorstand', 'Vorstand']",[],[],[],[],['Vorstandsmitglied'],[],['Vorstandsmitglied'],[],['Vorstandsmitglied'],['Vorstandsmitglied'],[],[],['Vorstandsmitglied'],[],[],[]
['Vorstand'],[],"['Mitglied der Vorstand', 'Vorstand']",['Vorstand'],[],[],[],[],[],[],['Vorstand'],['Vorstand'],[],['Vorstandsmitglied'],['Vorstandsmitglied'],[],[],[],[],[],[],[],[],[]
"['Mitglied der Vorstand', 'Vorstand']",[],['Vorstandsmitglied'],['Vorstandsmitglied'],[],[],[],"['Mitglied der Vorstand', 'Vorstand']",[],[],[],"['Mitglied der Vorstand', 'Vorstand']","['Mitglied der Vorstand', 'Vorstand']",[],['Vorstandsmitglied'],['Vorstandsmitglied'],[],"['Mitglied der Vorstand', 'Vorstand']",[],[],"['Mitglied der Vorstand', 'Vorstand']",[],[],[]
['Prokurist'],[],[],['Prokurist'],['Handlungsbevollmächtigter'],['Prokurist'],[],[],['Handlungsbevollmächtigter'],['Prokurist'],[],[],['Prokurist'],['Prokurist'],['Prokurist'],['Handlungsbevollmächtigter'],[],[],[],['Handlungsbevollmächtigter'],['Prokurist'],['Handlungsbevollmächtigter'],['Prokurist'],['Handlungsbevollmächtigter']
[],[],[],['Erfolgsrechnung'],[],[],[],[],[],[],[],['Erfolgsrechnung'],[],[],[],[],[],['Erfolgsrechnung'],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],['Erfolgsrechnung'],[],[],[],[],[],[],['Erfolgsrechnung'],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Volksentscheid'],[],[],[],[],[],[],[]
[],['Volksentscheid'],[],[],[],[],[],[],[],['Volksentscheid'],[],[],['Volksentscheid'],[],['Volksentscheid'],[],[],[],[],[],['Volksentscheid'],[],[],[]
['Volksentscheid'],[],[],[],[],[],[],[],[],['Volksentscheid'],[],['Volksentscheid'],['Volksentscheid'],[],[],[],[],[],['Volksentscheid'],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],['selbst bewirtschaftend Kleinlandwirt'],[],['selbst bewirtschaftend Kleinlandwirt'],[],[],[],[],[],[],['selbst bewirtschaftend Kleinlandwirt'],['selbst bewirtschaftend Kleinlandwirt'],['selbst bewirtschaftend Kleinlandwirt'],[],[],[],[],[],[],[],[],[],[]
[],[],['Annahme als Kind'],['Annahme als Kind'],[],[],[],['Annahme als Kind'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],['Adoptionspflege'],['Adoptionspflege'],['Adoptionspflege'],['Adoptionspflege'],['Adoptionspflege'],[],[],['Adoptionspflege'],[],[],[],[],['Pflegezeit vor der Adoption'],[],['Adoptionspflege'],[],['Adoptionspflege'],[],['Adoptionspflege'],[],['Adoptionspflege'],[],['Pflegezeit vor der Adoption']
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Anschließung'],[],[],['Anschließung']
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],['Rechtsverordnung'],['Rechtsverordnung'],['Rechtsverordnung'],[],[],[],['Rechtsverordnung'],[],[],[],['Rechtsverordnung'],[],[],['Rechtsverordnung'],[],['Rechtsverordnung'],['Rechtsverordnung'],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],['Raiffeisenbank'],[],['Raiffeisenbank'],[],[],[],[],[],[],[],['Raiffeisenbank'],['Raiffeisenbank'],['Raiffeisenbank'],['Raiffeisenbank'],['Raiffeisenbank'],['Raiffeisenbank'],[],[],[],['Raiffeisenbank'],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
['BGB'],['Bürgerliches Gesetzbuch'],[],['Bürgerliches Gesetzbuch'],[],[],[],['Bürgerliches Gesetzbuch'],[],['Bürgerliches Gesetzbuch'],['Bürgerliches Gesetzbuch'],['Bürgerliches Gesetzbuch'],[],[],['Bürgerliches Gesetzbuch'],['BGB'],['Bürgerliches Gesetzbuch'],['Bürgerliches Gesetzbuch'],[],[],['Bürgerliches Gesetzbuch'],[],[],[]
[],[],[],['Arbeitsentgelt'],['Arbeitsentgelt'],['Entgelt'],[],['Arbeitsentgelt'],[],[],[],['Arbeitsentgelt'],[],['Arbeitsentgelt'],['Arbeitsentgelt'],['Entgelt'],[],['Arbeitsentgelt'],[],[],['Arbeitsentgelt'],[],[],['Arbeitsentgelt']
[],[],[],['Arbeitsentgelt'],['Entgelt'],[],[],[],[],[],[],[],['Arbeitsentgelt'],[],['Entgelt'],[],['Entgelt'],['Arbeitsentgelt'],[],[],['Entgelt'],[],[],[]
['Meldebescheinigung'],['Meldebescheinigung'],[],['Meldebescheinigung'],['Meldebescheinigung'],[],[],['Meldebescheinigung'],[],[],[],['Meldebescheinigung'],[],['Meldebescheinigung'],['Meldebescheinigung'],['Meldebescheinigung'],[],[],[],[],[],[],[],[]
['Meldebescheinigung'],[],[],[],['Meldebescheinigung'],[],[],[],[],[],[],['Meldebescheinigung'],['Meldebescheinigung'],['Meldebescheinigung'],['Meldebescheinigung'],['Meldebescheinigung'],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Staatsangehörigkeitsausweis'],[],[],[],[],[],[],[],[],[]
['handwerklicher Betrieb'],[],[],['handwerklicher Betrieb'],[],[],[],[],[],[],['handwerklicher Betrieb'],['handwerklicher Betrieb'],[],['handwerklicher Betrieb'],[],[],['handwerklicher Betrieb'],[],[],[],['handwerklicher Betrieb'],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['handwerklicher Betrieb']
[],[],[],['Schiedsabrede'],[],[],[],[],[],[],[],['Schiedsabrede'],[],[],[],['Schiedsabrede'],['Schiedsabrede'],['Schiedsabrede'],[],[],[],[],[],[]
['Unfallversicherung'],[],[],['Unfallversicherung'],[],['Unfallversicherung'],[],['Unfallversicherung'],[],['Unfallversicherung'],[],['Unfallversicherung'],[],['Unfallversicherung'],['Unfallversicherung'],[],[],['Unfallversicherung'],[],[],['Unfallversicherung'],[],[],['Unfallversicherung']
['Wohnsitz'],[],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],[],['Wohnsitz'],['Wohnsitz'],['Wohnsitz'],['Wohnsitz']
,,,,,,,,,,,,,,,,,,,,,,,
"['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']","['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']","['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']",['Staatsangehörigkeit'],"['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']",[],[],"['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']",[],"['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']",[],"['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']","['Staatsangehörigkeit', 'Staatsangehörigkeit']",[],"['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']","['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']","['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']","['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']",[],[],"['Staatsangehörigkeit', 'Staatsangehörigkeit']",[],"['Staatsangehörigkeit', 'Staatsangehörigkeit', 'Staatsangehörigkeit']","['Staatsangehörigkeit', 'Staatsangehörigkeit']"
[],[],['ausländische Maßnahme'],[],['ausländische Maßnahme'],['ausländische Maßnahme'],[],[],['ausländische Maßnahme'],['ausländische Maßnahme'],[],[],[],[],['ausländische Maßnahme'],['ausländische Maßnahme'],[],['ausländische Maßnahme'],[],['ausländische Maßnahme'],['ausländische Maßnahme'],['ausländische Maßnahme'],[],['ausländische Maßnahme']
[],"['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']",[],[],"['elterlich Sorge', 'elterlich Sorge']",[],"['elterlich Sorge', 'elterlich Sorge']",[],"['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']",['elterlich Sorge'],"['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']",[],"['elterlich Sorge', 'elterlich Sorge']","['elterlich Sorge', 'elterlich Sorge']"
,,,,,,,,,,,,,,,,,,,,,,,
[],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],[],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],[],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],[],['Rechtsnorm'],['Rechtsnorm'],[],['Rechtsnorm'],[],['Rechtsnorm']
['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],[],['Rechtsnorm'],['Rechtsnorm'],[],[],[],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],['Rechtsnorm'],[],[],['Rechtsnorm'],['Rechtsnorm'],[],[],[]
['Delikt'],['Delikt'],[],[],[],[],[],['Delikt'],[],[],[],['Delikt'],[],['Delikt'],['Delikt'],[],[],[],[],[],[],[],[],[]
[],"['Getrenntleben', 'Getrenntleben', 'Getrenntleben', 'Getrenntleben']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['Trennung von Tisch und Bett', 'Trennung von Tisch und Bett', 'Trennung von Tisch und Bett', 'Trennung von Tisch und Bett']",[],[]
['personenrechtlich Beziehung'],[],[],[],[],['personenrechtlich Beziehung'],[],['personenrechtlich Beziehung'],[],[],[],['personenrechtlich Beziehung'],['personenrechtlich Beziehung'],['personenrechtlich Beziehung'],[],[],[],[],[],[],[],['personenrechtlich Beziehung'],[],[]
[],['Legitimation durch nachfolgende Ehe'],[],['Legitimation durch nachfolgende Ehe'],[],['Legitimation durch nachfolgende Ehe'],[],[],['Legitimation durch nachfolgende Ehe'],[],[],"['Legitimation durch nachfolgende Ehe', 'Legitimation durch nachfolgende Ehe']",[],['Legitimation durch nachfolgende Ehe'],[],[],['Legitimation durch nachfolgende Ehe'],['Legitimation durch nachfolgende Ehe'],[],[],['Legitimation durch nachfolgende Ehe'],[],[],['Legitimation durch nachfolgende Ehe']
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],['Bundespolizei'],[],['Bundespolizei'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],['Pflichtverteidiger'],['Pflichtverteidiger'],['Pflichtverteidiger'],['Pflichtverteidiger'],['Pflichtverteidiger'],[],['Pflichtverteidiger'],[],['Pflichtverteidiger'],['Pflichtverteidiger'],['Pflichtverteidiger'],['Pflichtverteidiger'],[],['Pflichtverteidiger'],['Pflichtverteidiger'],['Pflichtverteidiger'],[],[],['Pflichtverteidiger'],[],[],['Pflichtverteidiger'],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Adhäsionskläger'],[],[],[],[],[],[],[]
[],[],[],['Inkompatibilität'],[],[],[],['Inkompatibilität'],[],[],[],[],[],[],[],['Inkompatibilität'],['Inkompatibilität'],[],['Inkompatibilität'],[],['Inkompatibilität'],[],[],['Inkompatibilität']
,,,,,,,,,,,,,,,,,,,,,,,
['Pass'],[],[],[],[],[],[],[],[],[],[],['Pass'],[],['Pass'],[],[],[],[],['Pass'],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],[],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],[],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme'],['Festnahme']
['Nachlass'],[],['Nachlass'],['Nachlass'],[],[],[],[],[],[],[],[],['Nachlass'],['Nachlass'],['Nachlass'],['Nachlass'],['Nachlass'],['Nachlass'],[],[],[],[],[],[]
[],['Nachlass'],['Nachlass'],['Nachlass'],[],[],[],[],[],['Nachlass'],[],['Nachlass'],[],['Nachlass'],['Nachlass'],[],['Nachlass'],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Teilung des Nachlasses'],['Teilung des Nachlasses'],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
['Bundeszentralregister'],[],[],['Bundeszentralregister'],[],[],[],[],[],[],[],[],[],['Bundeszentralregister'],['Bundeszentralregister'],[],['Bundeszentralregister'],[],[],[],['Bundeszentralregister'],[],[],[]
['körperliche Durchsuchung'],[],[],[],['körperliche Durchsuchung'],[],[],[],[],['körperliche Durchsuchung'],[],[],[],[],[],[],[],['körperliche Durchsuchung'],[],[],[],[],[],['körperliche Durchsuchung']
[],[],[],[],[],[],[],[],[],['körperlich Durchsuchung'],[],[],[],[],[],[],[],['körperlich Durchsuchung'],[],[],[],[],[],[]
['Rehabilitation'],[],[],[],['Rehabilitation'],['Rehabilitation'],['Rehabilitation'],['Rehabilitation'],['Rehabilitation'],[],['Rehabilitation'],['Rehabilitation'],[],['Rehabilitation'],[],[],[],[],[],['Rehabilitation'],[],[],['Rehabilitation'],['Rehabilitation']
[],['Eröffnungsbeschluss'],[],[],[],[],[],['Eröffnungsbeschluss'],[],['Eröffnungsbeschluss'],[],['Eröffnungsbeschluss'],['Eröffnungsbeschluss'],['Eröffnungsbeschluss'],['Eröffnungsbeschluss'],['Eröffnungsbeschluss'],['Eröffnungsbeschluss'],[],[],[],['Eröffnungsbeschluss'],[],['Eröffnungsbeschluss'],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],[],['Gesellschaftsvertrag'],[],[],['Gesellschaftsvertrag'],[],[],[],[],[],[],[],[],[],[],[],['Gesellschaftsvertrag'],[],[],['Gesellschaftsvertrag'],[],[],[]
['Gesellschaftsvertrag'],[],['Gesellschaftsvertrag'],['Gesellschaftsvertrag'],[],['Gesellschaftsvertrag'],[],[],[],[],[],['Gesellschaftsvertrag'],['Gesellschaftsvertrag'],['Gesellschaftsvertrag'],['Gesellschaftsvertrag'],[],['Gesellschaftsvertrag'],[],['Gesellschaftsvertrag'],[],['Gesellschaftsvertrag'],[],['Gesellschaftsvertrag'],['Gesellschaftsvertrag']
[],[],[],[],[],[],[],['Fahrnis'],[],[],[],[],['Fahrnis'],['Fahrnis'],['Fahrnis'],['Fahrnis'],[],[],[],[],[],['Fahrnis'],[],[]
[],['Sachgesamtheit'],['Sachgesamtheit'],[],['Sachgesamtheit'],['Sachgesamtheit'],[],['Sachgesamtheit'],['Sachgesamtheit'],['Sachgesamtheit'],[],[],['Sachgesamtheit'],['Sachgesamtheit'],['Sachgesamtheit'],[],['Sachgesamtheit'],['Sachgesamtheit'],[],['Sachgesamtheit'],[],['Sachgesamtheit'],[],[]
[],['Unmittelbare Sachfrüchte'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],['mittelbar Früchte'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
['Trennung'],[],[],[],[],[],[],[],[],[],['Trennung'],[],[],[],[],[],[],['Trennung'],['Trennung'],[],['Trennung'],[],[],[]
['rechtlich Status'],['rechtlich Status'],[],[],[],[],[],[],[],[],[],[],[],[],['rechtlich Status'],['rechtlich Status'],[],[],[],[],[],[],[],[]
['rechtlich Status'],[],[],['rechtlich Status'],[],[],[],[],[],[],[],['rechtlich Status'],['rechtlich Status'],['rechtlich Status'],[],['rechtlich Status'],['rechtlich Status'],['rechtlich Status'],[],[],[],[],[],['rechtlich Status']
,,,,,,,,,,,,,,,,,,,,,,,
[],['Requisition'],['Requisition'],['Requisition'],['Requisition'],['Requisition'],[],[],['Requisition'],['Requisition'],[],[],[],['Requisition'],['Requisition'],[],['Requisition'],['Requisition'],[],['Requisition'],['Requisition'],['Requisition'],['Requisition'],[]
[],[],[],[],[],[],[],['Eigentum an Grundstück'],[],[],['Eigentum an Grundstücken'],[],[],[],[],[],[],[],[],[],['Eigentum an Grundstücken'],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],['Eigentum an Grundstücken'],[],[],[],[],[],[],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Erdkörper unter der Oberfläche'],[],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Erdkörper unter der Oberfläche'],[],[],[],[],[],[],[],[],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],['Einrichtung'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['Einrichtung'],[],[],['Einrichtung'],[],[],[]
[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['erforderlich Sorgfalt'],[],[],[],[],[],[],[],['erforderlich Sorgfalt']
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
[],['belastet Grundstück'],[],[],[],[],[],['belastet Grundstück'],[],[],[],[],[],[],[],['belastet Grundstück'],[],[],[],[],[],[],[],[]
['Konfusion'],['Konfusion'],[],['Konfusion'],['Konfusion'],['Konfusion'],[],['Konfusion'],[],['Konfusion'],[],[],['Konfusion'],['Konfusion'],['Konfusion'],['Konfusion'],['Konfusion'],['Konfusion'],[],[],['Konfusion'],['Konfusion'],['Konfusion'],[]
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
