Tiny Aya Global,GPT OSS 20B,UvA-MT,Qingqiu-MT-9B,Dubformer,DeepSeek V4 Pro,CUNI-EdUKate,Qwen 3.6 - 27b,Gemini 3.1 Pro,Ministral 3 - 14B,GoogleTranslate,Tower 9B,Mistral Medium 3.5,Command A+,Cohere CAT+,GPT OSS 120B,Qwen 3.5 - 9b,Gemma 4 - 4B,CUNI-MH-v3,TRIVE,SalamandraTA,GPT 5.5,Gemma 4 - 31B,GLM 4 - 9B
[],['Statistikinspektor'],['Statistikinspektor'],[],['Statistikinspektor'],['Statistikinspektor'],[],['Statistikinspektor'],['Statistikinspektor'],['Statistikinspektor'],[],[],['Statistikinspektor'],['Statistikinspektor'],['Statistikinspektor'],['Statistikinspektor'],[],['Statistikinspektor'],[],['Statistikinspektor'],['Statistikinspektor'],['Statistikinspektor'],['Statistikinspektor'],['Inspektor für Statistik']
[],['Übersetzer'],['Übersetzer'],['Übersetzer'],['Übersetzer'],['Übersetzer'],['Übersetzer'],['Übersetzer'],['Übersetzer'],['Übersetzer'],['Übersetzer'],['Übersetzer'],['Übersetzer'],['Übersetzer'],['Übersetzer'],['Übersetzer'],['Übersetzer'],['Übersetzer'],['Übersetzer'],['Übersetzer'],['Übersetzer'],['Übersetzer'],['Übersetzer'],['Übersetzer']
['DV-Analytiker-Systembetreuer'],[],['DV-Analytiker-Systembetreuer'],['DV-Analytiker-Systembetreuer'],['DV-Analytiker-Systembetreuer'],['DV-Analytiker-Systembetreuer'],[],['DV-Analytiker-Systembetreuer'],['DV-Analytiker-Systembetreuer'],['DV-Analytiker'],[],[],['DV-Analytiker-Systembetreuer'],['DV-Analytiker-Systembetreuer'],['DV-Analytiker-Systembetreuer'],[],['DV-Analytiker-Systembetreuer'],['DV-Analytiker-Systembetreuer'],[],['DV-Analytiker-Systembetreuer'],['DV-Analytiker-Systembetreuer'],['DV-Analytiker-Systembetreuer'],['DV-Analytiker-Systembetreuer'],['DV-Analytiker']
['Freiberufler'],['Freiberufler'],['Freiberufler'],['Freiberufler'],['Freiberufler'],['Freiberufler'],[],[],['Freiberufler'],['Freiberufler'],['Freiberufler'],[],['Freiberufler'],['Freiberufler'],['Freiberufler'],['Freiberufler'],['Freiberufler'],['Freiberufler'],[],['Freiberufler'],[],['Freiberufler'],['Freiberufler'],['Freiberufler']
[],[],['Regionalratsabgeordneter'],['Regionalratsabgeordneter'],['Regionalratsabgeordneter'],['Regionalratsabgeordneter'],[],['Regionalratsabgeordneter'],['Regionalratsabgeordneter'],[],[],['Regionalratsabgeordneter'],['Regionalratsabgeordneter'],['Regionalratsabgeordneter'],['Regionalratsabgeordneter'],[],['Regionalratsabgeordneter'],['Regionalratsabgeordneter'],[],['Regionalratsabgeordneter'],[],['Regionalratsabgeordneter'],[],['Regionalratsabgeordneter']
[],[],[],[],['Mitglied der Regionalregierung'],['Regionalassessor'],[],[],['Regionalassessor'],['Mitglied der Regionalregierung'],[],[],[],[],[],[],[],[],[],['Regionalassessor'],[],['Regionalassessor'],[],[]
[],['Regionalstatut'],['Regionalstatut'],['Regionalstatut'],['Regionalstatut'],['Regionalstatut'],[],['Regionalstatut'],['Regionalstatut'],[],[],['Regionalstatut'],['Regionalstatut'],['Regionalstatut'],['Regionalstatut'],[],['Regionalstatut'],['Regionalstatut'],[],['Regionalstatut'],[],['Regionalstatut'],['Regionalstatut'],['Regionalstatut']
['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde'],['Gemeinde']
['Gemeindereferent'],['Gemeindeassessor'],['Gemeindereferent'],['Gemeindereferent'],['Gemeindereferent'],['Gemeindereferent'],[],[],['Gemeindereferent'],[],[],['Gemeindeassessor'],['Gemeindeassessor'],['Gemeindereferent'],['Gemeindeassessor'],['Gemeindeassessor'],['Gemeindeassessor'],[],[],['Gemeindereferent'],[],['Gemeindereferent'],['Gemeindereferent'],[]
[],[],['Gemeindereferent'],['Gemeindereferent'],['Gemeindereferent'],['Gemeindeassessor'],[],['Gemeindeassessor'],['Gemeindereferent'],[],[],['Gemeindeassessor'],['Gemeindeassessor'],['Gemeindeassessor'],['Gemeindereferent'],['Gemeindeassessor'],[],['Gemeindeassessor'],[],['Gemeindereferent'],['Gemeindereferent'],['Gemeindereferent'],['Gemeindereferent'],[]
[],['allgemein Schulpflicht'],['allgemein Schulpflicht'],['allgemeine Schulpflicht'],['allgemein Schulpflicht'],['allgemein Schulpflicht'],[],['allgemeine Schulpflicht'],['allgemeine Schulpflicht'],['allgemeine Schulpflicht'],[],['allgemeine Schulpflicht'],['allgemeine Schulpflicht'],[],['allgemein Schulpflicht'],['allgemein Schulpflicht'],['allgemein Schulpflicht'],['allgemein Schulpflicht'],[],['allgemeine Schulpflicht'],['allgemein Schulpflicht'],['allgemeine Schulpflicht'],['allgemeine Schulpflicht'],[]
['Selbstständiger'],['Selbstständige'],['Selbstständiger'],['Selbstständiger'],['Selbstständige'],['Selbstständiger'],[],['Selbstständiger'],['Selbstständiger'],['Selbstständiger'],['Selbstständiger'],['Selbstständiger'],['Selbstständiger'],['Selbstständiger'],['Selbstständiger'],['Selbstständiger'],['Selbstständiger'],['Selbstständiger'],['Selbstständiger'],['Selbstständiger'],['Selbstständiger'],['Selbstständige'],['Selbstständiger'],['Selbstständiger']
[],['Selbstständigerwerbender'],['Selbstständigerwerbender'],[],['Selbstständigerwerbender'],['Selbstständigerwerbender'],[],['Selbstständigerwerbender'],['Selbstständigerwerbender'],[],[],[],['Selbstständigerwerbender'],['Selbstständigerwerbender'],['Selbstständigerwerbender'],['Selbstständigerwerbender'],['Selbstständigerwerbender'],['Selbstständigerwerbender'],[],['Selbstständigerwerbender'],['Selbstständigerwerbender'],['Selbstständigerwerbender'],['Selbstständigerwerbender'],[]
['Haushaltsunfall'],['Haushaltsunfall'],['Haushaltsunfall'],['Haushaltsunfall'],['Haushaltsunfall'],['Haushaltsunfall'],[],['Haushaltsunfall'],['Haushaltsunfall'],['Haushaltsunfall'],['Haushaltsunfall'],['Haushaltsunfall'],['Haushaltsunfall'],['Haushaltsunfall'],['Haushaltsunfall'],['Haushaltsunfall'],['Haushaltsunfall'],['Haushaltsunfall'],['Haushaltsunfall'],['Haushaltsunfall'],['Haushaltsunfall'],['Haushaltsunfall'],['Haushaltsunfall'],['Haushaltsunfall']
['Meldebestätigung'],['Meldebestätigung'],['Meldebestätigung'],['Meldebestätigung'],['Meldebestätigung'],['Meldebestätigung'],[],['Meldebestätigung'],['Meldebestätigung'],[],[],['Meldebestätigung'],['Meldebestätigung'],['Meldebestätigung'],['Meldebestätigung'],['Meldebestätigung'],['Meldebestätigung'],['Meldebestätigung'],[],['Meldebestätigung'],[],['Meldebestätigung'],['Meldebestätigung'],[]
['Meldebescheinigung'],['Meldebescheinigung'],['Meldebescheinigung'],['Meldebescheinigung'],['Meldebescheinigung'],['Meldebescheinigung'],[],['Meldebescheinigung'],['Meldebescheinigung'],['Meldebescheinigung'],['Meldebescheinigung'],['Meldebescheinigung'],['Meldebescheinigung'],[],['Meldebescheinigung'],['Meldebescheinigung'],['Meldebescheinigung'],['Meldebescheinigung'],['Meldebescheinigung'],['Meldebescheinigung'],['Meldebescheinigung'],['Meldebescheinigung'],['Meldebescheinigung'],[]
[],['Staatsbürgerschaftsnachweis'],['Staatsbürgerschaftsnachweis'],['Staatsbürgerschaftsnachweis'],['Staatsbürgerschaftsbescheinigung'],['Staatsbürgerschaftsnachweis'],['Staatsbürgerschaftsbescheinigung'],['Staatsbürgerschaftsbescheinigung'],['Staatsbürgerschaftsbescheinigung'],['Staatsbürgerschaftsbescheinigung'],['Staatsbürgerschaftsnachweis'],['Staatsbürgerschaftsbescheinigung'],['Staatsbürgerschaftsnachweis'],['Staatsbürgerschaftsnachweis'],['Staatsbürgerschaftsnachweis'],['Staatsbürgerschaftsnachweis'],['Staatsbürgerschaftsbescheinigung'],['Staatsbürgerschaftsbescheinigung'],['Staatsbürgerschaftsbescheinigung'],['Staatsbürgerschaftsnachweis'],['Staatsbürgerschaftsnachweis'],['Staatsbürgerschaftsbescheinigung'],['Staatsbürgerschaftsnachweis'],['Staatsbürgerschaftsnachweis']
['Arbeitsunfall'],['Arbeitsunfall'],['Arbeitsunfall'],['Arbeitsunfall'],['Arbeitsunfall'],['Arbeitsunfall'],[],['Arbeitsunfall'],['Arbeitsunfall'],['Arbeitsunfall'],['Arbeitsunfall'],['Arbeitsunfall'],['Arbeitsunfall'],['Arbeitsunfall'],['Arbeitsunfall'],['Arbeitsunfall'],['Arbeitsunfall'],['Arbeitsunfall'],['Arbeitsunfall'],['Arbeitsunfall'],['Arbeitsunfall'],['Arbeitsunfall'],['Arbeitsunfall'],['Arbeitsunfall']
['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung'],['Übergangsbestimmung']
['Auslegung'],['Interpretation'],['Auslegung'],['Auslegung'],['Auslegung'],['Auslegung'],['Interpretation'],['Auslegung'],['Auslegung'],['Auslegung'],['Auslegung'],[],['Auslegung'],['Auslegung'],['Auslegung'],['Auslegung'],['Auslegung'],['Auslegung'],['Auslegung'],['Auslegung'],['Auslegung'],['Auslegung'],['Auslegung'],['Interpretation']
['Primarschule'],['Primarschule'],['Primarschule'],['Primarschule'],['Primarschule'],['Primarschule'],[],['Primarschule'],['Primarschule'],['Primarschule'],[],['Primarschule'],['Primarschule'],['Primarschule'],['Primarschule'],['Primarschule'],['Primarschule'],['Primarschule'],[],['Primarschule'],['Primarschule'],['Primarschule'],['Primarschule'],['Primarschule']
['Rückfall'],['Rückfall'],['Rückfall'],['Rückfall'],['Rückfall'],['Rückfall'],[],['Rückfall'],['Rückfall'],['Rückfall'],[],['Rückfall'],['Rückfall'],['Rückfall'],['Rückfall'],['Rückfall'],['Rückfall'],['Rückfall'],[],['Rückfall'],[],['Rückfall'],['Rückfall'],[]
['Pfand'],['Pfand'],['Pfandrecht'],['Pfand'],['Pfandrecht'],['Pfandrecht'],[],['Pfandrecht'],['Pfandrecht'],['Pfand'],['Verpfändung'],['Pfand'],['Pfandrecht'],['Pfandrecht'],['Pfandrecht'],['Pfand'],['Pfand'],['Pfand'],[],['Pfandrecht'],['Pfand'],['Pfand'],['Pfandrecht'],['Pfand']
['Pfandrecht'],['Verpfändung'],['Pfandrecht'],['Pfandrecht'],['Pfandrecht'],['Pfandrecht'],[],['Pfandrecht'],['Pfandrecht'],['Pfand'],[],['Pfandrecht'],['Pfandrecht'],['Pfandrecht'],['Pfandrecht'],['Pfandrecht'],['Pfandrecht'],['Pfand'],[],['Pfandrecht'],['Pfandrecht'],['Pfandrecht'],['Pfandrecht'],['Pfand']
['öffentlich Archiv'],[],[],[],['öffentlich Archiv'],[],[],[],['öffentlich Archiv'],[],[],['öffentlich Archiv'],[],[],[],[],[],[],['öffentlich Archiv'],['öffentlich Archiv'],['öffentlich Archiv'],['öffentlich Archiv'],[],[]
[],[],['leitend angestellter'],[],[],['Führungskraft'],[],[],['Führungskraft'],['Führungskraft'],[],[],[],[],['Führungskraft'],[],['leitend angestellter'],[],[],['Führungskraft'],['leitend angestellter'],['Führungskraft'],[],[]
[],['unselbstständige Erwerbstätigkeit'],['unselbstständige Erwerbstätigkeit'],['unselbstständige Erwerbstätigkeit'],['unselbstständige Erwerbstätigkeit'],['unselbstständige Erwerbstätigkeit'],[],[],['unselbstständige Erwerbstätigkeit'],['unselbstständige Tätigkeit'],[],['unselbstständige Erwerbstätigkeit'],['unselbstständige Erwerbstätigkeit'],['unselbstständig Erwerbstätigkeit'],['unselbstständige Erwerbstätigkeit'],['unselbstständig Erwerbstätigkeit'],['unselbstständig Erwerbstätigkeit'],['unselbstständig Tätigkeit'],[],['unselbstständige Erwerbstätigkeit'],['unselbstständige Erwerbstätigkeit'],['unselbstständige Erwerbstätigkeit'],['unselbstständige Erwerbstätigkeit'],['unselbstständig Erwerbstätigkeit']
['Subvention'],['Subvention'],['Subvention'],['Subvention'],['Subvention'],['Subvention'],[],['Subvention'],['Subvention'],['Subvention'],['Subvention'],['Subvention'],['Subvention'],['Subvention'],['Subvention'],['Subvention'],['Subvention'],['Subvention'],[],['Subvention'],['Subvention'],['Subvention'],['Subvention'],['Subvention']
['Einkommensteuer der natürlichen Personen'],['Einkommensteuer der natürlichen Personen'],['Einkommensteuer der natürlichen Personen'],['Einkommensteuer der natürlichen Personen'],['Einkommensteuer der natürlichen Personen'],['Einkommensteuer der natürlichen Personen'],[],['Einkommensteuer der natürlichen Personen'],['Einkommensteuer der natürlichen Personen'],[],[],['Einkommensteuer der natürlichen Personen'],['Einkommensteuer der natürlichen Personen'],['Einkommensteuer der natürlichen Personen'],['Einkommenssteuer der natürlichen Personen'],['Einkommensteuer der natürlichen Personen'],['Einkommensteuer der natürlichen Personen'],['Einkommensteuer der natürlichen Personen'],[],['Einkommensteuer der natürlichen Personen'],[],['Einkommensteuer der natürlichen Personen'],['Einkommensteuer der natürlichen Personen'],['Einkommensteuer der natürlichen Personen']
[],[],['Eigenerklärung'],[],['Eigenerklärung'],['Eigenerklärung'],[],[],['Eigenerklärung'],[],[],[],[],[],[],[],[],[],[],['Eigenerklärung'],[],[],[],[]
['Effizienz'],"['Effizienz', 'Effizienz']",['Effizienz'],[],['Effizienz'],['Effizienz'],['Effizienz'],['Effizienz'],['Effizienz'],"['Effizienz', 'Effizienz']",['Effizienz'],[],[],['Effizienz'],[],[],['Effizienz'],['Effizienz'],[],['Effizienz'],[],['Effizienz'],['Effizienz'],['Effizienz']
['Dienststellenkonferenz'],['Dienststellenkonferenz'],['Dienststellenkonferenz'],['Dienststellenkonferenz'],['Dienststellenkonferenz'],['Dienststellenkonferenz'],[],['Dienststellenkonferenz'],['Dienststellenkonferenz'],['Dienststellenkonferenz'],[],['Dienststellenkonferenz'],['Dienststellenkonferenz'],['Dienststellenkonferenz'],['Dienststellenkonferenz'],['Dienststellenkonferenz'],['Dienststellenkonferenz'],['Dienststellenkonferenz'],[],['Dienststellenkonferenz'],['Dienststellenkonferenz'],['Dienststellenkonferenz'],['Dienststellenkonferenz'],['Dienststellenkonferenz']
[],['Direktberufung'],['Direktaufnahme'],['Direktaufnahme'],['Direktaufnahme'],['Direktberufung'],[],['direkte Berufung'],['Direktaufnahme'],['Direktberufung'],[],[],['Direktberufung'],['Direktberufung'],['Direktberufung'],['Direktaufnahme'],['Direktaufnahme'],['Direktaufnahme'],[],['Direktaufnahme'],['Direktberufung'],['Direktaufnahme'],['Direktberufung'],['direkte Berufung']
['Recht auf Zugang'],[],"['Recht auf Zugang', 'Recht auf Zugang zu den Verwaltungsunterlagen']",['Recht auf Zugang'],"['Recht auf Zugang', 'Recht auf Zugang zu den Verwaltungsunterlagen']",[],[],[],"['Recht auf Zugang', 'Recht auf Zugang zu den Verwaltungsunterlagen']",[],[],[],['Recht auf Zugang'],"['Recht auf Zugang', 'Recht auf Zugang zu den Verwaltungsunterlagen']","['Recht auf Zugang', 'Recht auf Zugang zu den Verwaltungsunterlagen']",[],[],[],[],['Recht auf Zugang'],[],"['Recht auf Zugang', 'Recht auf Zugang zu den Verwaltungsunterlagen']","['Recht auf Zugang', 'Recht auf Zugang zu den Verwaltungsunterlagen']",[]
[],[],['Publizität'],['Publizität'],['Publizität'],[],['Öffentlichkeit'],['Publizität'],['Öffentlichkeit'],['Publizität'],[],['Publizität'],['Publizität'],['Öffentlichkeit'],['Publizität'],['Öffentlichkeit'],['Publizität'],['Öffentlichkeit'],['Publizität'],['Öffentlichkeit'],['Öffentlichkeit'],['Öffentlichkeit'],['Publizität'],[]
['Zentralverwaltung'],['Zentralverwaltung'],['Zentralverwaltung'],['Zentralverwaltung'],['Zentralverwaltung'],['Zentralverwaltung'],['Zentralverwaltung'],['Zentralverwaltung'],['Zentralverwaltung'],['Zentralverwaltung'],['Zentralverwaltung'],['Zentralverwaltung'],['Zentralverwaltung'],[],['Zentralverwaltung'],['Zentralverwaltung'],['Zentralverwaltung'],['Zentralverwaltung'],['Zentralverwaltung'],['Zentralverwaltung'],['Zentralverwaltung'],['Zentralverwaltung'],[],['Zentralverwaltung']
[],['örtlich Körperschaft'],['Lokalkörperschaft'],['Lokalkörperschaft'],['örtlich Körperschaft'],[],[],[],['örtlich Körperschaft'],[],[],[],[],[],['örtlich Körperschaft'],['örtlich Körperschaft'],['lokal öffentlich Körperschaft'],['lokal öffentlich Körperschaft'],[],['örtlich Körperschaft'],[],['örtlich Körperschaft'],['Lokalkörperschaft'],['lokal öffentlich Körperschaft']
['Aufsichtsbehörde'],['Aufsichtsbehörde'],['Aufsichtsbehörde'],['Aufsichtsbehörde'],['Aufsichtsbehörde'],['Aufsichtsbehörde'],[],['Aufsichtsbehörde'],['Aufsichtsbehörde'],['Aufsichtsbehörde'],['Aufsichtsbehörde'],['Aufsichtsbehörde'],['Aufsichtsbehörde'],['Aufsichtsbehörde'],['Aufsichtsbehörde'],['Aufsichtsbehörde'],[],['Aufsichtsbehörde'],['Aufsichtsbehörde'],['Aufsichtsbehörde'],['Aufsichtsbehörde'],['Aufsichtsbehörde'],['Aufsichtsbehörde'],[]
[],['Führerscheinabnahme'],['Führerscheinabnahme'],['Führerscheinabnahme'],['Führerscheinabnahme'],['Führerscheinabnahme'],[],[],['Führerscheinabnahme'],[],[],[],['Führerscheinabnahme'],['Führerscheinabnahme'],['Führerscheinabnahme'],['Führerscheinabnahme'],[],[],[],['Führerscheinabnahme'],[],['Führerscheinabnahme'],['Führerscheinabnahme'],[]
[],[],['Rechtsetzungsakt'],[],['Rechtsetzungsakt'],['Rechtsetzungsakt'],[],[],['Rechtsetzungsakt'],['Rechtsetzungsakt'],[],['Rechtsetzungsakt'],['Rechtsetzungsakt'],[],['Rechtsetzungsakt'],[],[],['Rechtsetzungsakt'],[],['Rechtsetzungsakt'],[],['Rechtsetzungsakt'],['Rechtsetzungsakt'],[]
['Reservefonds'],['Reservefonds'],['Reservefonds'],['Reservefonds'],['Reservefonds'],['Reservefonds'],['Reservefonds'],['Reservefonds'],['Reservefonds'],['Reservefonds'],['Reservefonds'],['Reservefonds'],['Reservefonds'],['Reservefonds'],['Reservefonds'],['Reservefonds'],['Reservefonds'],['Reservefonds'],[],['Reservefonds'],['Reservefonds'],['Reservefonds'],['Reservefonds'],['Reservefonds']
['logisch-systematische Auslegung'],[],['logisch-systematische Auslegung'],[],['logisch-systematische Auslegung'],['logisch-systematische Auslegung'],['logisch-systematische Interpretation'],['logisch-systematische Auslegung'],['logisch-systematische Auslegung'],['logisch-systematische Interpretation'],['logisch-systematische Interpretation'],['logisch-systematische Auslegung'],['logisch-systematische Auslegung'],['logisch-systematische Auslegung'],['logisch-systematische Auslegung'],[],['logisch-systematische Auslegung'],[],['logisch-systematische Auslegung'],['logisch-systematische Auslegung'],[],['logisch-systematische Auslegung'],['logisch-systematische Auslegung'],[]
[],[],[],[],[],['verwaltungsrechtliche Geldbuße'],[],['verwaltungsrechtliche Geldbuße'],[],['verwaltungsrechtliche Geldbuße'],[],['verwaltungsrechtliche Geldbuße'],['verwaltungsrechtliche Geldbuße'],['verwaltungsrechtliche Geldbuße'],['verwaltungsrechtliche Geldbuße'],[],[],['verwaltungsrechtliche Geldbuße'],[],[],[],['verwaltungsrechtliche Geldbuße'],[],['verwaltungsrechtliche Geldbuße']
['Führerausweis'],['Führerausweis'],['Führerausweis'],['Führerausweis'],['Führerausweis'],['Führerausweis'],[],['Führerausweis'],['Führerausweis'],['Führerausweis'],[],['Führerausweis'],['Führerausweis'],['Führerausweis'],['Führerausweis'],['Führerausweis'],['Führerausweis'],['Führerausweis'],[],['Führerausweis'],['Führerausweis'],['Führerausweis'],['Führerausweis'],['Führerausweis']
['regional Steuer auf produktiv Tätigkeit'],['IRAP'],['regional Wertschöpfungssteuer'],['regional Wertschöpfungssteuer'],['IRAP'],['IRAP'],[],['regional Steuer auf produktiv Tätigkeit'],['regional Wertschöpfungssteuer'],['regionale Wertschöpfungssteuer'],['regional Steuer auf produktiv Tätigkeit'],['regional Steuer auf produktiv Tätigkeit'],['regional Wertschöpfungssteuer'],['regional Wertschöpfungssteuer'],['regionale Wertschöpfungssteuer'],['IRAP'],['regional Wertschöpfungssteuer'],['IRAP'],['IRAP'],['regional Wertschöpfungssteuer'],['regional Wertschöpfungssteuer'],['regional Wertschöpfungssteuer'],['regional Wertschöpfungssteuer'],['regional Steuer auf produktiv Tätigkeit']
"['LG', 'Landesgesetz', 'Landesgesetz']","['Landesgesetz', 'Landesgesetz']","['LG', 'Landesgesetz', 'Landesgesetz']","['Landesgesetz', 'Landesgesetz']","['LG', 'Landesgesetz', 'Landesgesetz']","['LG', 'Landesgesetz', 'Landesgesetz']",['LG'],"['LG', 'Landesgesetz', 'Landesgesetz']","['LG', 'Landesgesetz', 'Landesgesetz']","['Landesgesetz', 'Landesgesetz']",['LG'],"['Landesgesetz', 'Landesgesetz']","['Landesgesetz', 'Landesgesetz']","['Landesgesetz', 'Landesgesetz']","['LG', 'Landesgesetz', 'Landesgesetz']","['LG', 'Landesgesetz', 'Landesgesetz']","['LG', 'Landesgesetz', 'Landesgesetz']","['Landesgesetz', 'Landesgesetz']",['LG'],"['LG', 'Landesgesetz', 'Landesgesetz']","['LG', 'Landesgesetz', 'Landesgesetz']","['LG', 'Landesgesetz', 'Landesgesetz']","['LG', 'Landesgesetz', 'Landesgesetz']","['LG', 'Landesgesetz', 'Landesgesetz']"
['Staatsgesetz'],['Staatsgesetz'],['Staatsgesetz'],['Staatsgesetz'],['Staatsgesetz'],['Staatsgesetz'],[],[],['Staatsgesetz'],[],[],['Staatsgesetz'],['Staatsgesetz'],['Staatsgesetz'],['Staatsgesetz'],['Staatsgesetz'],['Staatsgesetz'],['Staatsgesetz'],[],['Staatsgesetz'],['Staatsgesetz'],['Staatsgesetz'],[],[]
['Beitrag'],['Beitrag'],[],['Beitrag'],['Beitrag'],['Zuschuss'],['Zuschuss'],['Beitrag'],['Beitrag'],['Zuschuss'],['Zuschuss'],['Zuschuss'],['Zuschuss'],[],[],['Beitrag'],['Beitrag'],['Beitrag'],[],['Beitrag'],['Zuschuss'],['Beitrag'],['Beitrag'],['Beitrag']
